Customer_ID,Age,Annual_Income,Spending_Score,Total_Purchases,Average_Order_Value,Total_Spending,Purchase_Frequency,Website_Visits,App_Visits,Email_Opens,Discount_Usage,Returns_Count,Customer_Satisfaction,Days_Since_Last_Purchase,Loyalty_Points,Product_Categories,Online_Purchases,Offline_Purchases,Mobile_Purchases,Coupon_Usage,Support_Calls,Referral_Count,Social_Media_Interactions,Cluster
CUST00396,20,43510.0,20.0,45,766.22,41060.28,2.74,8,76,30,27,3,3.24,345,43085,3,71,15,24,0,14,7,170,1
CUST00397,35,37426.0,75.0,96,204.64,41351.77,4.46,39,68,76,13,9,2.33,269,43200,2,20,3,70,6,16,2,72,1
CUST00398,42,55265.0,16.0,34,579.23,29482.42,24.04,49,137,34,3,13,1.62,139,33168,1,60,33,10,19,12,5,146,0
CUST00399,59,84150.0,95.0,45,865.35,17784.52,13.67,46,106,15,19,11,4.4,52,26732,14,34,45,35,5,14,9,83,1
CUST00400,48,105312.0,70.0,61,339.71,40029.21,0.85,38,125,78,33,0,3.09,17,31511,8,47,74,48,35,18,0,60,1
CUST00401,20,107613.0,56.0,83,258.66,27823.41,6.81,136,92,17,11,10,4.73,165,22426,1,14,76,47,20,19,2,105,0
CUST00402,57,92910.0,83.0,16,390.32,41331.43,11.52,54,23,61,32,9,4.22,13,30982,12,70,30,6,34,13,9,93,1
CUST00403,63,70375.0,58.0,66,304.97,31646.65,17.48,92,109,26,23,6,3.77,190,16746,5,14,24,76,35,12,13,62,1
CUST00404,41,139826.0,4.0,40,273.6,39263.39,18.46,40,61,34,19,1,1.02,340,28514,11,5,73,50,7,11,11,153,0
CUST00405,67,53435.0,4.0,17,521.32,30008.44,24.89,34,44,44,4,12,2.71,353,3851,6,67,23,16,3,8,6,94,0
CUST00406,49,114443.0,20.0,34,1091.25,20824.23,7.54,96,16,34,37,10,1.79,362,19796,11,21,64,31,15,2,6,34,0
CUST00407,64,41510.0,10.0,16,618.33,47905.7,13.69,79,22,27,29,1,4.64,352,10498,12,31,24,25,2,10,1,66,1
CUST00408,39,112071.0,24.0,60,241.75,27147.47,13.57,127,57,8,23,7,1.7,264,32852,12,21,27,21,6,9,2,55,1
CUST00409,40,24640.0,99.0,66,110.83,30333.46,10.44,17,62,75,42,11,2.14,312,34592,3,26,35,12,1,0,14,39,1
CUST00410,19,62547.0,26.0,66,841.46,11180.28,4.64,110,107,14,39,9,3.07,221,44845,14,14,5,11,0,16,6,156,1
CUST00411,44,72620.0,37.0,90,471.7,31357.41,24.45,52,71,20,6,9,2.05,104,15930,7,43,65,70,0,12,11,133,0
CUST00412,59,133608.0,85.0,13,989.76,28666.06,21.41,118,90,51,35,9,1.84,339,45317,2,8,66,0,37,13,5,179,0
CUST00413,19,25564.0,54.0,56,798.22,9404.95,12.71,9,72,34,37,4,3.4,198,42881,7,33,71,32,6,0,12,128,1
CUST00414,43,131824.0,21.0,31,959.56,3167.44,15.28,33,70,96,15,9,1.36,300,47900,2,72,47,13,23,1,6,179,0
CUST00415,34,97273.0,74.0,34,340.9,30297.09,6.07,113,30,50,14,1,1.23,359,41590,5,14,69,63,4,1,9,23,0
CUST00416,57,92859.0,38.0,39,836.98,38231.88,13.82,149,103,82,45,4,2.49,169,21159,7,61,77,42,20,6,8,101,0
CUST00417,50,128017.0,46.0,67,331.59,26265.39,17.53,85,32,54,22,7,3.88,149,29536,11,44,66,57,27,8,7,161,0
CUST00418,26,141618.0,4.0,8,1128.1,11493.28,13.12,10,86,86,11,5,3.22,249,24252,11,71,47,40,17,3,5,114,0
CUST00419,60,143341.0,60.0,87,770.92,33392.79,24.76,6,57,76,28,2,2.69,256,24003,14,57,64,67,23,1,11,134,0
CUST00420,65,47430.0,57.0,78,402.92,4189.27,15.48,115,109,43,43,7,3.26,42,40186,3,18,43,38,31,18,13,74,1
CUST00421,56,45788.0,45.0,55,338.02,22203.32,9.59,121,9,64,47,14,2.46,202,35139,14,15,62,0,32,4,3,10,1
CUST00422,46,87346.0,20.0,27,245.29,8335.66,19.42,141,31,92,14,13,4.74,244,39836,11,74,45,40,9,8,13,35,0
CUST00423,59,114122.0,17.0,93,839.68,9386.06,4.68,65,71,87,28,8,1.22,157,22205,4,7,18,44,8,12,12,147,0
CUST00424,43,57974.0,71.0,53,278.08,10274.24,9.92,20,137,79,44,4,3.69,286,30523,1,32,63,78,32,11,9,62,1
CUST00425,52,125309.0,4.0,39,722.46,19458.01,9.0,57,13,24,42,12,4.57,282,44627,3,73,72,12,32,18,8,79,0
CUST00426,67,34371.0,93.0,65,332.27,2747.28,11.08,46,131,86,48,1,4.22,238,7464,9,17,70,70,6,8,6,190,1
CUST00427,42,63084.0,14.0,17,801.12,20010.11,19.65,136,35,91,20,1,1.74,19,17110,10,34,49,8,3,9,4,196,0
CUST00428,41,79916.0,3.0,30,981.63,25683.03,12.36,10,21,46,14,6,2.18,53,46316,5,42,62,62,27,18,1,87,0
CUST00429,30,91972.0,88.0,53,938.07,24268.06,19.95,113,64,79,13,0,3.87,85,7121,8,49,40,22,22,9,8,29,0
CUST00430,24,30984.0,80.0,13,917.8,19262.65,14.62,139,95,55,41,9,1.34,273,9840,2,2,6,53,31,11,13,157,0
CUST00431,53,51039.0,58.0,21,241.51,41989.5,8.88,12,34,37,43,11,4.25,360,37080,3,58,8,46,15,13,6,102,1
CUST00432,62,103431.0,55.0,19,124.29,7437.27,20.34,138,121,10,15,1,3.88,213,40768,7,27,3,38,9,7,8,111,1
CUST00433,37,101691.0,4.0,53,844.76,25383.7,6.34,11,15,66,14,9,3.92,361,9461,14,45,48,25,13,15,10,83,0
CUST00434,18,76606.0,24.0,19,454.65,3289.66,6.0,118,120,14,41,3,2.99,104,20927,10,63,75,0,38,16,8,149,0
CUST00435,25,120665.0,34.0,57,530.17,3743.55,12.86,39,96,0,3,0,3.87,192,24398,4,69,5,13,35,19,9,104,0
CUST00436,63,123373.0,30.0,25,56.76,28778.52,6.89,53,6,6,26,3,3.72,177,33086,9,46,20,73,33,3,4,188,1
CUST00437,33,42574.0,82.0,86,326.3,28387.72,0.72,56,109,0,22,12,4.32,147,15329,14,13,14,64,23,5,6,20,1
CUST00438,31,50733.0,19.0,31,59.74,43926.07,16.38,104,97,48,28,11,1.17,81,15791,7,6,66,68,17,11,4,36,1
CUST00439,29,20050.0,31.0,81,1057.44,27982.11,13.02,129,32,95,40,10,1.09,193,14372,14,73,65,66,15,17,14,26,0
CUST00440,68,127996.0,60.0,55,307.21,47997.59,11.42,56,83,72,8,12,2.49,37,48703,11,78,55,48,36,6,2,101,1
CUST00441,40,51933.0,60.0,23,677.66,2625.0,24.19,118,118,28,42,9,1.6,326,27354,12,30,67,49,24,4,9,162,0
CUST00442,32,42951.0,19.0,32,66.0,5080.78,14.49,132,79,25,42,14,3.23,154,48469,1,50,31,57,7,9,7,37,1
CUST00443,45,50413.0,49.0,62,806.88,2394.48,21.65,30,78,86,6,4,4.67,130,44018,4,28,65,52,23,5,7,59,0
CUST00444,51,130573.0,63.0,74,401.17,9426.79,3.92,12,147,44,41,8,2.57,59,21537,10,14,28,56,19,13,8,69,1
CUST00445,19,140744.0,83.0,10,1079.54,27155.25,14.45,35,107,92,3,0,4.38,224,34370,11,75,65,17,29,5,10,31,0
CUST00446,49,107431.0,22.0,72,1067.98,32349.49,21.77,77,126,96,4,11,1.0,249,25405,6,24,33,15,19,13,13,79,0
CUST00447,40,61001.0,24.0,54,403.84,2470.14,14.79,102,15,70,4,4,1.67,240,41815,6,60,26,1,17,11,11,154,0
CUST00448,39,85364.0,76.0,52,1083.13,47309.35,18.09,87,134,11,10,1,1.12,293,23703,10,40,59,12,3,11,5,130,0
CUST00449,68,142988.0,30.0,20,1195.47,42139.84,9.62,52,73,94,40,8,2.31,287,15234,6,68,38,44,35,7,1,176,0
CUST00450,42,63028.0,58.0,32,993.99,14971.3,2.77,80,101,31,27,5,4.63,204,7532,5,3,43,79,5,9,2,101,1
CUST00451,39,149878.0,31.0,14,1016.95,4043.94,11.72,135,98,19,15,1,1.39,99,40134,3,56,35,71,2,15,12,101,0
CUST00452,39,142343.0,100.0,50,313.83,8660.38,10.16,22,26,50,40,13,3.43,350,35416,2,30,18,42,17,19,10,29,1
CUST00453,66,146301.0,64.0,28,700.51,6521.83,21.74,75,92,80,29,2,2.81,176,6903,3,2,44,71,39,7,11,21,0
CUST00454,69,144295.0,19.0,53,99.36,6339.53,6.48,58,125,35,3,13,4.75,262,18242,9,66,20,53,17,8,9,18,1
CUST00455,59,52636.0,48.0,24,132.0,26024.37,24.18,93,73,66,1,7,1.49,271,13788,3,49,22,73,22,12,10,30,0
CUST00456,23,42262.0,45.0,79,1198.69,12443.2,23.97,103,123,0,45,0,1.85,143,35249,3,16,26,30,34,19,14,19,0
CUST00457,32,98435.0,100.0,22,405.43,18035.36,6.57,140,53,26,2,11,1.12,189,34588,1,59,71,75,5,16,5,146,0
CUST00458,60,146583.0,94.0,30,902.86,49477.37,9.03,7,78,39,49,2,2.74,272,29513,2,73,18,8,25,18,0,129,1
CUST00459,54,59844.0,55.0,63,971.86,34278.85,22.44,128,92,96,20,12,2.11,20,43039,11,65,40,72,20,16,13,39,0
CUST00460,50,82754.0,55.0,4,1032.47,47459.24,24.18,55,88,83,5,9,4.48,333,19542,12,74,25,47,23,6,1,166,0
CUST00461,25,95129.0,97.0,77,1197.2,7299.32,11.36,106,13,13,42,0,3.42,300,32294,3,23,27,17,14,0,7,90,0
CUST00462,61,58042.0,18.0,59,304.97,19230.55,8.36,62,43,99,17,10,3.46,46,3684,2,31,63,10,26,19,10,71,0
CUST00463,61,79665.0,63.0,87,67.61,27825.64,13.39,90,76,68,43,10,3.13,95,23795,8,18,67,61,31,13,7,108,1
CUST00464,22,134953.0,92.0,8,505.21,4022.55,17.35,98,51,86,4,7,1.37,64,3651,6,65,79,18,11,16,5,181,0
CUST00465,56,136533.0,47.0,82,173.5,408.53,7.2,77,19,78,8,0,2.78,131,10431,7,59,50,73,4,12,2,26,0
CUST00466,21,91781.0,75.0,12,46.46,33587.63,18.54,119,149,5,19,12,5.0,9,10131,1,65,73,23,6,1,13,78,1
CUST00467,23,84262.0,57.0,31,445.3,32162.61,1.77,36,122,32,27,4,4.34,203,24091,6,14,47,12,21,13,1,139,1
CUST00468,62,64600.0,45.0,78,944.81,20657.28,1.71,89,24,54,25,3,4.57,298,24845,2,34,9,45,26,0,12,77,1
CUST00469,49,94898.0,33.0,34,688.09,24584.27,9.96,145,26,18,17,6,4.29,174,24491,13,68,72,52,14,4,5,198,0
CUST00470,69,48448.0,17.0,82,389.08,20889.06,9.16,130,120,76,18,13,1.41,73,4830,6,26,38,28,38,6,0,16,0
CUST00471,47,44172.0,70.0,98,792.12,1395.45,8.23,141,82,28,2,4,1.91,84,28640,3,6,18,35,34,18,13,83,0
CUST00472,64,25657.0,4.0,75,293.78,16901.51,12.53,93,100,60,8,7,1.01,59,7334,7,5,63,70,25,13,9,137,0
CUST00473,52,130855.0,20.0,76,36.97,9018.7,8.36,114,17,69,35,11,2.21,21,47387,3,32,18,16,22,13,5,146,1
CUST00474,57,25906.0,47.0,49,921.94,5101.52,5.21,28,68,78,30,13,1.43,157,9304,9,57,75,47,12,14,8,157,0
CUST00475,69,79413.0,91.0,79,756.02,47844.68,8.08,143,44,79,48,10,2.89,319,47647,3,48,61,76,25,4,6,157,1
CUST00476,33,72028.0,15.0,57,919.52,30048.11,24.39,33,61,23,16,0,3.71,329,17032,7,16,12,23,2,4,8,152,0
CUST00477,30,25287.0,70.0,95,65.95,36487.08,10.57,20,123,22,22,4,4.5,61,25755,12,41,24,53,28,1,1,87,1
CUST00478,67,51660.0,47.0,93,1007.8,15905.11,11.4,140,93,9,33,3,4.0,64,47353,4,71,41,0,1,17,10,73,1
CUST00479,59,78504.0,78.0,26,751.04,19778.73,14.63,101,74,53,40,2,4.75,325,16,8,39,38,78,27,8,13,126,0
CUST00480,47,120979.0,75.0,18,684.81,11998.81,24.59,23,67,40,40,4,1.22,168,8308,14,45,29,66,22,9,4,193,0
CUST00481,36,52701.0,9.0,96,757.04,5028.89,6.42,112,111,48,4,9,1.05,203,29654,2,70,4,5,35,17,8,101,0
CUST00482,34,101300.0,90.0,86,1040.03,9115.78,17.19,14,2,16,14,14,3.65,129,39244,8,69,17,77,5,3,6,95,1
CUST00483,36,101560.0,16.0,38,712.59,39916.2,18.04,91,89,55,46,2,2.16,245,5942,9,67,20,54,10,7,8,162,0
CUST00484,45,61642.0,69.0,81,705.52,33941.78,15.38,77,26,44,2,7,2.01,106,2693,13,0,49,37,37,17,13,50,0
CUST00485,43,83160.0,61.0,87,1189.0,27437.06,2.67,85,99,29,18,12,2.32,321,15562,8,78,5,32,33,19,10,100,0
CUST00486,54,35602.0,10.0,88,912.94,23859.48,17.08,109,27,43,27,2,2.08,122,6259,6,51,49,7,16,16,5,70,0
CUST00487,43,121320.0,50.0,50,541.91,46137.23,2.07,31,89,73,2,0,3.05,318,48347,10,34,79,78,2,15,14,70,1
CUST00488,40,106801.0,48.0,8,854.73,3822.2,15.11,122,146,54,37,8,2.76,182,42236,1,68,65,77,33,17,6,154,0
CUST00489,26,43931.0,77.0,41,479.29,14173.92,18.62,107,1,18,3,14,3.05,103,4942,7,4,0,19,21,6,9,9,0
CUST00490,29,112377.0,94.0,6,290.07,17626.91,5.67,54,103,28,23,8,3.69,316,47419,1,16,56,54,28,0,4,96,1
CUST00491,18,47192.0,70.0,69,724.29,39164.81,21.12,133,131,1,30,5,2.55,302,36556,7,52,29,47,28,0,5,170,1
CUST00492,18,64542.0,81.0,44,1115.25,49627.23,1.24,141,41,35,44,9,2.01,261,371,14,51,57,55,4,17,0,182,0
CUST00493,64,145015.0,51.0,64,1116.38,12185.39,21.17,43,51,18,44,0,1.66,113,27383,2,13,51,9,9,3,0,198,0
CUST00494,51,60520.0,19.0,29,423.45,43740.51,11.78,89,15,6,10,7,2.4,70,23404,8,28,36,51,9,19,1,133,1
CUST00495,49,82772.0,42.0,28,642.66,41565.01,5.83,115,8,25,36,1,3.97,160,7120,2,7,47,49,8,19,10,5,1
CUST00496,65,68106.0,35.0,11,269.73,11387.94,3.78,99,38,78,0,8,4.03,240,5702,3,0,0,33,20,3,13,76,1
CUST00497,42,99121.0,46.0,65,1194.84,20086.76,23.86,47,114,37,8,13,3.67,11,8347,13,28,18,35,12,5,3,175,0
CUST00498,57,43559.0,26.0,19,1177.72,20601.71,2.28,71,83,2,16,7,1.94,138,35429,12,35,45,60,9,2,10,76,1
CUST00499,62,123595.0,69.0,9,786.42,48915.39,5.38,67,56,79,0,2,3.35,167,39419,3,50,66,15,37,5,8,1,0
CUST00500,18,51742.0,93.0,27,969.21,9208.42,9.02,62,103,65,2,12,3.28,247,25040,1,36,1,78,10,12,6,50,1
CUST00501,33,87669.0,64.0,34,863.82,39998.07,15.7,109,138,94,46,4,2.94,354,37646,5,68,55,17,3,6,5,188,1
CUST00502,56,88831.0,37.0,44,719.93,16842.8,13.85,37,102,91,25,8,3.2,31,45859,5,52,16,70,30,3,14,146,1
CUST00503,22,130217.0,84.0,68,82.95,36597.34,3.58,119,78,70,30,12,2.97,12,37083,10,51,78,46,33,0,0,120,1
CUST00504,39,59873.0,49.0,82,556.62,21116.55,7.6,86,83,93,25,0,3.26,243,22542,5,11,21,31,34,5,4,127,0
CUST00505,46,124532.0,21.0,15,816.25,29002.32,6.35,126,30,42,22,8,3.86,108,42733,14,51,26,42,38,4,10,1,1
CUST00506,20,144267.0,74.0,51,819.49,41664.07,5.73,136,5,61,29,14,1.44,336,8308,13,0,54,39,38,12,11,50,0
CUST00507,29,59755.0,64.0,13,460.28,40247.45,10.57,52,119,70,9,3,4.0,323,39242,9,6,31,64,32,18,12,153,1
CUST00508,43,103956.0,5.0,83,1131.2,43347.87,17.75,91,31,99,7,3,1.54,194,34142,6,16,59,34,7,3,3,69,0
CUST00509,33,104988.0,100.0,49,217.48,3168.94,5.83,33,23,92,43,14,1.27,308,44163,6,42,27,68,31,5,4,19,1
CUST00510,68,63648.0,70.0,70,610.42,34664.12,9.48,81,48,23,24,3,4.9,133,30690,3,70,27,49,32,12,10,22,1
CUST00511,54,143991.0,90.0,56,835.24,7171.37,10.08,42,109,38,21,9,4.83,281,7393,5,16,73,11,7,4,8,53,0
CUST00512,39,133005.0,4.0,76,842.62,20907.76,24.42,112,40,67,14,11,1.24,291,4403,10,58,24,75,13,12,11,142,0
CUST00513,46,20396.0,39.0,51,785.39,27519.7,23.89,126,6,92,40,8,2.77,163,3546,7,2,77,57,33,9,2,133,0
CUST00514,31,102082.0,35.0,37,344.84,20256.43,20.1,136,38,43,9,13,1.74,278,36745,3,28,25,62,7,2,3,162,1
CUST00515,45,146322.0,1.0,17,204.32,26076.66,6.42,106,100,4,19,5,2.94,203,28893,2,21,74,72,6,12,7,135,1
CUST00516,22,29303.0,24.0,58,770.41,49827.01,2.17,125,27,54,40,10,4.32,96,9388,5,37,70,48,12,11,2,56,1
CUST00517,64,89719.0,57.0,87,727.18,6933.82,8.26,113,69,92,46,7,4.8,223,41756,3,53,16,35,20,3,12,177,1
CUST00518,66,117616.0,100.0,90,231.64,33837.71,7.04,64,57,29,22,11,3.54,237,36660,5,49,6,53,31,9,2,176,1
CUST00519,47,142165.0,70.0,29,852.06,19920.85,12.9,123,17,28,0,13,2.42,117,23708,9,68,55,46,10,2,12,114,0
CUST00520,63,104231.0,41.0,33,557.1,6823.89,19.55,114,71,25,1,3,3.41,192,24726,11,29,63,31,13,16,8,148,0
CUST00521,69,25314.0,54.0,60,807.96,8105.09,21.53,20,47,82,18,2,2.25,276,14008,10,22,19,52,10,8,4,122,0
CUST00522,22,37623.0,46.0,91,1008.09,47473.8,21.2,16,79,25,13,13,4.64,106,36017,1,46,37,31,1,0,9,35,1
CUST00523,29,123228.0,60.0,89,220.28,44004.15,9.31,145,110,36,7,0,4.48,4,111,4,20,74,61,33,17,0,70,0
CUST00524,33,115624.0,60.0,55,42.59,45370.69,17.34,19,13,90,37,9,3.23,18,49834,10,19,57,36,16,8,6,68,1
CUST00525,43,129785.0,57.0,10,939.34,49578.33,8.16,120,139,93,11,14,2.3,307,17545,5,22,15,37,13,19,6,57,0
CUST00526,43,104206.0,31.0,47,739.44,10574.11,1.99,136,124,52,25,14,2.17,20,40168,2,67,50,29,24,8,14,62,0
CUST00527,65,87274.0,84.0,23,845.57,17900.88,17.69,38,109,29,26,6,1.13,122,2379,12,20,26,57,26,1,5,15,0
CUST00528,38,71947.0,24.0,85,1009.02,33527.11,0.74,93,90,2,28,3,4.26,137,30237,2,20,50,31,7,18,5,133,1
CUST00529,56,66874.0,89.0,21,967.32,24293.37,10.52,105,86,42,14,13,2.8,80,45948,1,0,74,65,16,15,2,77,1
CUST00530,53,67708.0,36.0,13,1153.89,21035.8,8.57,100,92,6,45,7,2.3,154,21810,14,14,15,50,4,2,2,121,1
CUST00531,50,92553.0,85.0,33,652.4,18019.0,17.49,90,24,48,0,13,2.88,358,41120,8,16,59,10,11,15,9,179,0
CUST00532,47,86344.0,30.0,24,596.42,29770.28,19.27,44,73,72,42,2,4.27,25,17809,2,50,75,58,37,12,10,1,0
CUST00533,54,67138.0,24.0,11,494.23,28864.55,7.95,76,4,40,27,0,1.5,169,8469,3,62,39,19,17,2,8,113,0
CUST00534,40,65638.0,30.0,17,201.36,8240.6,20.38,145,113,76,2,4,4.43,59,27967,12,13,66,36,25,9,0,113,0
CUST00535,27,96249.0,86.0,68,695.68,23692.64,7.7,79,46,78,17,13,4.59,301,9748,2,58,1,72,30,17,6,123,0
CUST00536,22,123865.0,92.0,47,346.87,27762.89,11.43,73,18,53,33,1,4.79,41,23424,4,49,47,48,36,5,12,145,1
CUST00537,53,20719.0,7.0,25,1107.14,28600.29,18.31,140,43,68,31,2,2.59,38,20976,14,33,51,18,5,5,11,162,0
CUST00538,51,60534.0,35.0,94,708.17,10663.34,17.48,96,93,92,28,13,1.87,117,23914,1,5,23,54,14,17,10,85,0
CUST00539,69,110241.0,55.0,73,719.55,37165.12,24.69,89,103,98,24,5,2.49,275,30067,3,48,77,39,25,5,9,166,0
CUST00540,48,144209.0,92.0,21,438.81,1454.91,6.02,103,124,90,25,2,2.33,270,42875,5,5,1,6,11,5,6,128,1
CUST00541,27,110124.0,14.0,84,81.35,17870.63,16.73,146,10,26,38,2,1.7,127,12942,10,68,64,4,13,12,7,164,0
CUST00542,36,109659.0,10.0,83,57.46,39054.59,15.44,6,73,7,7,11,3.43,3,19491,1,6,19,41,0,13,5,20,1
CUST00543,49,93713.0,80.0,83,519.54,28281.87,22.92,122,31,31,18,5,2.91,293,49454,4,76,33,47,16,6,7,0,0
CUST00544,18,93418.0,16.0,12,119.79,13205.89,4.33,116,60,83,46,4,4.46,16,4533,6,50,40,6,32,12,0,131,1
CUST00545,22,146232.0,54.0,37,736.08,34808.67,18.92,62,131,63,41,9,1.13,265,23583,4,0,40,10,28,14,0,57,0
CUST00546,62,49575.0,95.0,42,1059.55,28456.07,14.42,144,118,9,21,8,3.58,239,37049,7,12,74,72,30,11,8,0,0
CUST00547,21,81852.0,89.0,17,1061.84,39852.93,7.23,136,14,12,28,0,4.05,263,27821,14,42,22,48,7,0,11,140,1
CUST00548,33,94242.0,77.0,48,797.67,36804.25,12.12,89,143,62,32,12,4.04,134,30261,7,26,37,29,29,2,3,173,1
CUST00549,41,47257.0,70.0,28,269.25,30583.37,8.68,96,2,92,37,2,4.54,213,37536,6,70,43,40,12,17,2,174,1
CUST00550,33,79246.0,44.0,41,1038.34,24511.25,14.69,126,24,34,44,2,3.92,15,29945,9,2,66,2,15,7,5,6,0
CUST00551,19,19435.0,73.0,99,1065.59,6832.47,22.28,90,64,60,45,10,4.71,328,17384,2,57,61,39,1,1,9,50,0
CUST00552,66,109357.0,45.0,47,252.05,13214.38,14.45,86,100,53,34,5,2.99,360,28410,13,16,11,50,17,3,11,2,1
CUST00553,45,101807.0,100.0,18,890.16,21071.15,15.98,138,114,7,42,7,3.01,129,12198,10,44,29,31,34,17,12,177,0
CUST00554,49,133953.0,56.0,78,358.09,30045.1,13.21,121,24,28,2,2,1.06,352,29354,8,77,64,47,18,12,11,153,0
CUST00555,44,141797.0,84.0,99,967.12,25782.65,1.75,76,91,94,18,2,1.03,122,7169,8,57,40,70,12,14,8,30,0
CUST00556,37,81888.0,82.0,71,1196.74,14551.59,6.21,92,26,40,9,5,1.96,241,40129,11,55,19,70,3,1,9,99,0
CUST00557,41,91609.0,57.0,13,55.43,521.93,12.55,70,65,29,26,7,1.4,115,31909,10,53,5,19,18,9,10,61,1
CUST00558,29,27077.0,21.0,82,1078.89,24912.71,8.1,148,120,85,14,5,2.04,197,3830,14,28,74,34,24,1,3,153,0
CUST00559,67,38953.0,68.0,13,754.7,14424.17,4.95,133,4,20,10,12,1.71,222,21404,14,53,3,23,37,11,8,194,0
CUST00560,52,132682.0,50.0,31,1168.59,36783.49,12.85,23,1,75,46,11,1.11,214,27757,11,26,9,39,30,4,14,107,0
CUST00561,50,85889.0,33.0,2,568.71,1392.52,8.41,137,50,10,25,13,4.64,80,35650,4,44,50,76,35,11,4,54,1
CUST00562,50,133374.0,91.0,16,1019.92,29324.43,6.82,58,110,1,23,9,1.03,263,33766,6,30,37,51,3,0,12,155,1
CUST00563,68,42860.0,7.0,9,93.63,47085.42,11.87,46,139,49,12,2,3.94,135,15942,11,35,0,38,38,1,6,43,1
CUST00564,60,95475.0,70.0,73,415.63,8885.58,3.77,22,74,40,31,3,1.61,306,32419,6,60,7,67,6,15,2,80,1
CUST00565,54,105266.0,15.0,38,99.08,23688.14,23.23,8,62,65,36,0,4.65,242,16668,5,36,62,60,15,1,2,165,1
CUST00566,29,118732.0,82.0,75,1170.9,4752.82,21.76,123,81,97,3,12,4.57,303,16246,14,66,32,75,4,15,11,29,0
CUST00567,20,45083.0,32.0,54,984.03,31358.96,17.84,20,56,2,12,7,3.62,270,24996,1,35,14,64,22,19,2,65,1
CUST00568,18,75372.0,75.0,56,1026.01,27616.48,3.1,78,111,79,8,3,3.69,287,3065,3,4,30,61,35,15,7,135,0
CUST00569,50,141786.0,20.0,86,1126.8,20486.8,19.51,39,21,50,48,5,1.02,50,10467,7,45,20,1,31,5,13,13,0
CUST00570,57,25813.0,88.0,97,120.42,26164.58,20.29,37,141,67,33,10,4.94,189,44844,8,78,2,5,23,12,5,100,1
CUST00571,27,49598.0,15.0,87,475.01,44849.42,19.31,75,9,86,36,2,4.51,297,21007,2,51,65,74,24,11,8,105,0
CUST00572,60,111106.0,48.0,45,103.82,9975.46,3.29,118,139,83,47,10,4.58,14,2543,3,48,34,42,27,9,8,102,1
CUST00573,61,45082.0,71.0,34,268.74,1323.71,16.28,104,70,24,6,11,3.64,232,28702,4,5,40,39,18,4,7,61,1
CUST00574,46,47241.0,21.0,9,290.65,43110.91,20.94,31,129,29,0,10,2.38,261,28833,14,9,58,38,6,7,0,74,1
CUST00575,30,29745.0,42.0,88,573.55,28940.43,14.65,123,118,81,11,5,4.57,192,10033,11,22,15,27,16,5,5,190,1
CUST00576,29,44029.0,26.0,8,336.9,44554.79,16.34,54,56,10,20,11,2.17,203,34169,5,16,55,79,1,4,3,78,1
CUST00577,48,141395.0,14.0,7,139.15,29927.87,11.73,34,31,92,10,10,3.25,261,16829,3,43,44,62,15,19,3,193,1
CUST00578,63,107186.0,57.0,36,217.64,40546.02,13.45,122,37,16,43,8,1.4,113,4522,5,40,58,63,38,5,2,106,0
CUST00579,19,115768.0,37.0,18,193.79,21597.73,1.34,113,91,25,43,8,4.69,352,20151,8,14,49,11,17,16,11,95,1
CUST00580,68,59846.0,58.0,3,1168.23,37543.02,16.15,62,114,22,43,9,1.56,36,35319,8,43,11,40,38,5,8,39,1
CUST00581,67,93932.0,21.0,28,915.97,45669.47,2.5,23,128,55,13,2,1.9,79,26543,14,57,11,28,0,16,1,140,1
CUST00582,52,41411.0,82.0,70,1161.96,28691.72,11.16,46,122,51,33,2,3.23,275,37584,2,49,32,22,2,4,0,106,1
CUST00583,40,96797.0,69.0,44,538.89,9203.1,7.67,56,69,47,33,3,4.06,278,30473,6,51,48,79,20,16,13,16,1
CUST00584,34,70307.0,3.0,21,348.47,13586.12,13.86,135,36,19,24,11,3.48,162,7699,4,69,20,50,29,16,14,14,0
CUST00585,43,40042.0,48.0,28,961.99,10092.5,3.77,118,32,1,3,6,1.93,312,2629,9,67,59,44,10,12,9,160,0
CUST00586,25,70930.0,90.0,54,404.98,12493.48,17.45,131,64,87,25,2,1.0,17,40455,10,62,51,21,21,6,2,15,0
CUST00587,46,115883.0,37.0,54,373.27,15459.49,19.98,113,48,30,15,9,4.03,204,10156,2,57,53,9,24,5,12,12,0
CUST00588,43,51756.0,88.0,65,294.36,27845.66,4.5,44,81,26,9,7,4.94,17,17441,8,22,38,6,2,13,14,150,1
CUST00589,27,71268.0,49.0,21,173.02,29481.98,3.06,128,149,1,44,10,4.24,202,30716,1,43,48,72,29,15,3,35,1
CUST00590,43,66901.0,19.0,99,322.63,21439.69,4.07,108,60,77,1,7,2.84,210,6834,11,43,63,14,23,2,3,42,0
CUST00591,51,117986.0,89.0,13,439.28,30847.95,21.99,17,141,3,34,5,4.62,78,18179,6,51,25,76,35,8,5,177,1
CUST00592,68,146386.0,85.0,57,815.31,4262.43,13.44,59,1,12,18,3,2.64,56,26219,11,66,70,45,22,14,0,113,0
CUST00593,58,23626.0,12.0,49,93.83,4571.85,11.95,138,65,99,5,10,3.1,80,37617,11,27,6,60,7,17,0,73,1
CUST00594,24,30857.0,61.0,54,268.4,8757.11,3.11,99,33,34,18,11,2.91,306,15782,14,66,71,60,3,9,1,80,0
