Order_ID,Order_Date,Category,Segment,Region,Quantity,Sales,Discount,Profit,Profit_Margin,Discount_Amount,Sales_per_Quantity
10462,2025-04-06,Furniture,Corporate,East,9.0,708.8,0.39,-64.44,-0.09091422121896163,276.432,78.75555555555555
10463,2025-04-07,Furniture,Corporate,Central,5.0,963.86,0.06,-10.25,-0.010634324486958687,57.8316,192.772
10464,2025-04-08,Furniture,Consumer,West,3.0,410.16,0.0,-24.28,-0.0591964111566218,0.0,136.72
10465,2025-04-09,Technology,Consumer,South,9.0,1072.92,0.36,277.86,0.25897550609551506,386.25120000000004,119.21333333333334
10466,2025-04-10,Technology,Corporate,West,9.0,670.02,0.18,128.76,0.1921733679591654,120.60359999999999,74.44666666666666
10467,2025-04-11,Furniture,Home Office,East,4.0,691.69,0.13,106.78,0.154375515042866,89.9197,172.9225
10468,2025-04-12,Office Supplies,Home Office,East,4.0,991.52,0.01,-14.44,-0.014563498467000162,9.9152,247.88
10469,2025-04-13,Furniture,Home Office,West,8.0,775.7,0.27,-94.56,-0.12190279747324996,209.43900000000002,96.9625
10470,2025-04-14,Technology,Home Office,South,2.0,142.81,0.43,27.19,0.19039282963377915,61.4083,71.405
10471,2025-04-15,Technology,Consumer,South,9.0,1245.88,0.48,78.95,0.06336886377500241,598.0224000000001,138.43111111111114
10472,2025-04-16,Office Supplies,Corporate,South,6.0,473.96,0.28,-22.94,-0.04840070892058402,132.7088,78.99333333333333
10473,2025-04-17,Technology,Home Office,East,9.0,693.68,0.26,88.43,0.12747952946603625,180.3568,77.07555555555555
10474,2025-04-18,Furniture,Consumer,West,8.0,81.77,0.04,-10.78,-0.13183319065672006,3.2708,10.22125
10475,2025-04-19,Office Supplies,Home Office,Central,7.0,486.52,0.27,-1.57,-0.0032269999177834416,131.3604,69.50285714285714
10476,2025-04-20,Furniture,Corporate,East,1.0,778.82,0.19,47.39,0.060848463059500264,147.97580000000002,778.82
10477,2025-04-21,Furniture,Consumer,South,3.0,131.46,0.3,-10.97,-0.08344743648258025,39.438,43.82
10478,2025-04-22,Office Supplies,Corporate,West,2.0,762.09,0.19,223.36,0.2930887427994069,144.7971,381.045
10479,2025-04-23,Furniture,Corporate,South,5.0,1394.31,0.12,-77.95,-0.055905788526224444,167.31719999999999,278.86199999999997
10480,2025-04-24,Technology,Consumer,Central,5.0,202.82,0.05,-18.53,-0.09136179863918746,10.141,40.564
10481,2025-04-25,Furniture,Consumer,South,5.0,1158.44,0.16,-67.66,-0.058406132384931454,185.3504,231.68800000000002
10482,2025-04-26,Office Supplies,Consumer,South,4.0,644.02,0.05,126.28,0.19608086705381822,32.201,161.005
10483,2025-04-27,Office Supplies,Consumer,Central,5.0,1000.0,0.09,41.48,0.041479999999999996,90.0,200.0
10484,2025-04-28,Office Supplies,Consumer,West,3.0,427.34,0.49,44.63,0.10443674825665747,209.39659999999998,142.44666666666666
10485,2025-04-29,Furniture,Consumer,East,1.0,281.26,0.22,-39.53,-0.14054611391594968,61.877199999999995,281.26
10486,2025-04-30,Office Supplies,Consumer,West,5.0,282.67,0.27,-38.02,-0.1345031308593059,76.32090000000001,56.534000000000006
10487,2025-05-01,Office Supplies,Home Office,Central,9.0,152.21,0.44,7.71,0.05065370212206819,66.97240000000001,16.912222222222223
10488,2025-05-02,Furniture,Corporate,South,9.0,319.19,0.5,69.42,0.2174880165418716,159.595,35.465555555555554
10489,2025-05-03,Technology,Consumer,West,4.0,1013.12,0.29,251.62,0.24836149715729627,293.8048,253.28
10490,2025-05-04,Furniture,Home Office,East,3.0,1328.45,0.41,-147.43,-0.11097896044262111,544.6645,442.81666666666666
10491,2025-05-05,Office Supplies,Home Office,Central,1.0,1230.48,0.16,113.53,0.09226480722969897,196.8768,1230.48
10492,2025-05-06,Office Supplies,Home Office,West,2.0,1043.44,0.15,272.29,0.26095415165222724,156.516,521.72
10493,2025-05-07,Furniture,Corporate,East,8.0,210.13,0.2,5.17,0.02460381668490934,42.026,26.26625
10494,2025-05-08,Technology,Consumer,Central,1.0,469.32,0.34,104.8,0.22330179834654393,159.5688,469.32
10495,2025-05-09,Office Supplies,Home Office,East,8.0,499.22,0.34,-44.85,-0.08984015063499058,169.73480000000004,62.4025
10496,2025-05-10,Office Supplies,Corporate,Central,7.0,412.44,0.16,111.74,0.27092425564930656,65.9904,58.92
10497,2025-05-11,Office Supplies,Corporate,South,5.0,796.76,0.07,149.9,0.18813695466639893,55.7732,159.352
10498,2025-05-12,Furniture,Corporate,West,6.0,826.55,0.32,226.14,0.27359506381949067,264.496,137.75833333333333
10499,2025-05-13,Office Supplies,Home Office,East,9.0,567.48,0.06,87.66,0.1544724043138084,34.0488,63.053333333333335
10500,2025-05-14,Technology,Consumer,Central,3.0,562.99,0.29,7.62,0.013534876285546813,163.2671,187.66333333333333
10501,2025-05-15,Office Supplies,Home Office,East,4.0,1251.41,0.35,328.96999999999997,0.262879471955634,437.9935,312.8525
10502,2025-05-16,Office Supplies,Home Office,East,6.0,1194.47,0.35,-31.05,-0.025994792669552187,418.0645,199.07833333333335
10503,2025-05-17,Technology,Consumer,West,8.0,496.3,0.38,-0.26,-0.0005238766874874068,188.594,62.0375
10504,2025-05-18,Office Supplies,Consumer,South,5.0,1374.99,0.44,227.37,0.1653612026269282,604.9956,274.998
10505,2025-05-19,Furniture,Consumer,East,3.0,1431.58,0.25,278.29,0.19439360706352424,357.895,477.1933333333333
10506,2025-05-20,Furniture,Corporate,Central,6.0,523.78,0.37,140.49,0.26822329985871934,193.7986,87.29666666666667
10507,2025-05-21,Furniture,Consumer,Central,4.0,563.92,0.31,-32.62,-0.05784508440913605,174.81519999999998,140.98
10508,2025-05-22,Technology,Home Office,South,9.0,783.17,0.09,163.76,0.20909891849789955,70.4853,87.01888888888888
10509,2025-05-23,Office Supplies,Consumer,Central,3.0,1414.63,0.01,257.95,0.18234449997525853,14.146300000000002,471.54333333333335
10510,2025-05-24,Furniture,Home Office,South,4.0,1320.66,0.14,-160.19,-0.1212954128996108,184.89240000000004,330.165
10511,2025-05-25,Technology,Corporate,Central,7.0,198.72,0.22,4.82,0.02425523349436393,43.7184,28.388571428571428
10512,2025-05-26,Office Supplies,Home Office,West,7.0,619.46,0.31,-14.1,-0.02276176024279211,192.0326,88.49428571428572
10513,2025-05-27,Technology,Home Office,East,4.0,852.39,0.42,-11.06,-0.012975281267964196,358.00379999999996,213.0975
10514,2025-05-28,Furniture,Consumer,West,6.0,779.54,0.1,227.88,0.2923262436821715,77.95400000000001,129.92333333333332
10515,2025-05-29,Furniture,Consumer,East,3.0,331.1,0.06,46.11,0.13926306251887646,19.866,110.36666666666667
10516,2025-05-30,Furniture,Home Office,East,6.0,1295.28,0.48,224.02,0.17295102217281208,621.7343999999999,215.88
10517,2025-05-31,Technology,Consumer,East,2.0,1031.56,0.05,298.61,0.28947419442397926,51.578,515.78
10518,2025-06-01,Technology,Corporate,West,8.0,1264.97,0.24,24.97,0.019739598567554962,303.5928,158.12125
10519,2025-06-02,Furniture,Corporate,East,2.0,1295.21,0.29,273.07,0.2108306761065773,375.61089999999996,647.605
10520,2025-06-03,Technology,Consumer,West,7.0,1135.12,0.27,51.69,0.045537035731905,306.4824,162.16
10521,2025-06-04,Furniture,Corporate,South,9.0,686.86,0.04,165.73,0.2412864339166642,27.474400000000003,76.31777777777778
10522,2025-06-05,Furniture,Consumer,Central,1.0,935.29,0.03,-64.26,-0.06870596285644026,28.058699999999998,935.29
10523,2025-06-06,Office Supplies,Home Office,Central,8.0,282.53,0.05,78.11,0.2764662159770644,14.1265,35.31625
10524,2025-06-07,Technology,Home Office,East,7.0,1026.79,0.29,-52.93,-0.051549002230251564,297.7691,146.68428571428572
10525,2025-06-08,Furniture,Corporate,West,6.0,309.92,0.27,-0.99,-0.003194372741352607,83.67840000000001,51.653333333333336
10526,2025-06-09,Furniture,Consumer,Central,6.0,1056.23,0.12,200.99,0.19028999365668464,126.74759999999999,176.03833333333333
10527,2025-06-10,Technology,Consumer,West,6.0,382.92,0.32,10.41,0.027185835161391413,122.5344,63.82
10528,2025-06-11,Office Supplies,Corporate,West,9.0,220.45,0.41,27.27,0.12370151961896123,90.38449999999999,24.494444444444444
10529,2025-06-12,Office Supplies,Home Office,East,2.0,289.66,0.02,14.5,0.050058689498032174,5.793200000000001,144.83
10530,2025-06-13,Furniture,Corporate,Central,5.0,52.89,0.25,9.74,0.18415579504632257,13.2225,10.578
10531,2025-06-14,Technology,Home Office,East,6.0,1092.17,0.34,-51.61,-0.047254548284607706,371.3378000000001,182.02833333333334
10532,2025-06-15,Office Supplies,Consumer,East,13.0,2229.615,0.13,-137.55,-0.06169226525655776,289.84995,171.50884615384615
10533,2025-06-16,Technology,Home Office,Central,3.0,796.65,0.15,-11.98,-0.015037971505680037,119.49749999999999,265.55
10534,2025-06-17,Technology,Corporate,Central,13.0,2229.615,0.31,18.02,0.008082112831139009,691.1806499999999,171.50884615384615
10535,2025-06-18,Furniture,Consumer,South,9.0,171.15,0.45,-12.73,-0.07437919953257377,77.0175,19.016666666666666
10536,2025-06-19,Office Supplies,Corporate,South,1.0,77.74,0.4,0.75,0.009647543092359146,31.096,77.74
10537,2025-06-20,Furniture,Corporate,West,3.0,290.33,0.29,8.71,0.030000344435642205,84.19569999999999,96.77666666666666
10538,2025-06-21,Office Supplies,Home Office,Central,8.0,1341.74,0.37,-166.61,-0.12417457927765439,496.4438,167.7175
10539,2025-06-22,Office Supplies,Corporate,South,3.0,400.23,0.18,45.02,0.11248532094045924,72.0414,133.41
10540,2025-06-23,Office Supplies,Home Office,West,4.0,563.69,0.32,30.005000000000003,0.05322961202079157,180.38080000000002,140.9225
10541,2025-06-24,Office Supplies,Consumer,West,8.0,202.75,0.23,-16.57,-0.08172626387176325,46.6325,25.34375
10542,2025-06-25,Office Supplies,Home Office,West,1.0,372.42,0.09,44.32,0.11900542398367434,33.5178,372.42
10543,2025-06-26,Technology,Consumer,South,6.0,802.88,0.35,119.74,0.14913810282981266,281.008,133.81333333333333
10544,2025-06-27,Furniture,Home Office,Central,1.0,931.24,0.28,36.04,0.038701086723078905,260.7472,931.24
10545,2025-06-28,Technology,Corporate,East,1.0,405.76,0.18,67.15,0.1654919164037855,73.0368,405.76
10546,2025-06-29,Office Supplies,Home Office,West,5.0,133.71,0.46,4.66,0.03485154438710642,61.506600000000006,26.742
10547,2025-06-30,Furniture,Home Office,South,4.0,617.0,0.01,47.56,0.07708265802269045,6.17,154.25
10548,2025-07-01,Office Supplies,Consumer,South,1.0,389.59,0.16,-57.15,-0.14669267691675866,62.334399999999995,389.59
10549,2025-07-02,Furniture,Corporate,East,7.0,368.35,0.03,59.41,0.161286819600923,11.0505,52.621428571428574
10550,2025-07-03,Technology,Home Office,East,5.0,1441.8,0.38,212.82,0.14760715771951727,547.884,288.36
10551,2025-07-04,Furniture,Corporate,South,5.0,943.64,0.35,-125.24,-0.13272010512483573,330.274,188.728
10552,2025-07-05,Furniture,Home Office,Central,1.0,857.47,0.17,13.47,0.015709004396655277,145.7699,857.47
10553,2025-07-06,Furniture,Home Office,East,6.0,652.87,0.34,30.005000000000003,0.04595861350651738,221.97580000000002,108.81166666666667
10554,2025-07-07,Furniture,Corporate,South,9.0,671.97,0.2,26.43,0.039332113040760744,134.394,74.66333333333334
10555,2025-07-08,Furniture,Home Office,East,9.0,834.31,0.38,63.3,0.0758710790953003,317.0378,92.7011111111111
10556,2025-07-09,Office Supplies,Corporate,Central,8.0,1059.82,0.23,274.99,0.25946858900568026,243.7586,132.4775
10557,2025-07-10,Furniture,Home Office,West,5.0,1068.11,0.21,184.54,0.17277246725524525,224.30309999999997,213.62199999999999
10558,2025-07-11,Furniture,Consumer,East,1.0,298.96,0.47,33.46,0.11192132726786193,140.51119999999997,298.96
10559,2025-07-12,Technology,Corporate,Central,9.0,775.16,0.13,162.02,0.209014913050209,100.7708,86.12888888888888
10560,2025-07-13,Furniture,Home Office,South,1.0,647.34,0.06,154.69,0.2389625235579448,38.8404,647.34
10561,2025-07-14,Technology,Home Office,East,8.0,1312.26,0.29,72.96,0.055598738054958616,380.55539999999996,164.0325
10562,2025-07-15,Office Supplies,Consumer,East,5.0,965.56,0.48,61.6,0.06379717469654916,463.46879999999993,193.112
10563,2025-07-16,Furniture,Corporate,South,3.0,822.13,0.19,19.5,0.023718876576697117,156.2047,274.04333333333335
10564,2025-07-17,Technology,Home Office,West,7.0,217.32,0.03,61.94,0.2850174857353212,6.5196,31.045714285714286
10565,2025-07-18,Technology,Consumer,South,7.0,928.17,0.17,151.96,0.1637200081881552,157.7889,132.59571428571428
10566,2025-07-19,Office Supplies,Home Office,East,9.0,219.95,0.25,-24.76,-0.11257103887247102,54.9875,24.438888888888886
10567,2025-07-20,Furniture,Corporate,South,7.0,538.95,0.08,128.45,0.23833379719825581,43.11600000000001,76.99285714285715
10568,2025-07-21,Furniture,Home Office,Central,3.0,257.12,0.33,17.03,0.06623366521468575,84.84960000000001,85.70666666666666
10569,2025-07-22,Technology,Home Office,South,1.0,1053.51,0.5,-125.43,-0.11905914514337786,526.755,1053.51
10570,2025-07-23,Furniture,Home Office,East,8.0,349.07,0.23,33.99,0.09737301973816141,80.2861,43.63375
10571,2025-07-24,Technology,Home Office,South,3.0,618.2,0.18,23.32,0.03772241992882562,111.27600000000001,206.0666666666667
10572,2025-07-25,Furniture,Consumer,West,8.0,1348.73,0.2,328.96999999999997,0.24391093843838274,269.74600000000004,168.59125
10573,2025-07-26,Technology,Consumer,South,8.0,346.26,0.06,-20.15,-0.058193265176456996,20.775599999999997,43.2825
10574,2025-07-27,Furniture,Corporate,West,5.0,786.32,0.44,174.49,0.22190711160850543,345.98080000000004,157.264
10575,2025-07-28,Office Supplies,Consumer,Central,1.0,657.94,0.21,66.43,0.1009666534942396,138.16740000000001,657.94
10576,2025-07-29,Furniture,Consumer,West,5.0,76.28,0.19,-9.57,-0.12545883586785528,14.4932,15.256
10577,2025-07-30,Furniture,Corporate,South,5.0,1199.5,0.33,328.96999999999997,0.27425593997498954,395.83500000000004,239.9
10578,2025-07-31,Office Supplies,Consumer,East,8.0,150.12,0.22,12.11,0.08066879829469757,33.0264,18.765
10579,2025-08-01,Furniture,Consumer,West,9.0,737.67,0.32,-14.09,-0.019100681876719944,236.0544,81.96333333333332
10580,2025-08-02,Office Supplies,Corporate,Central,7.0,862.98,0.03,52.84,0.06122969246100721,25.8894,123.28285714285714
10581,2025-08-03,Furniture,Corporate,West,7.0,961.22,0.41,226.88,0.23603337425355275,394.1002,137.31714285714287
10582,2025-08-04,Technology,Corporate,West,1.0,1048.52,0.47,-13.41,-0.012789455613626826,492.8044,1048.52
10583,2025-08-05,Technology,Home Office,West,4.0,417.24,0.32,-26.41,-0.06329690346083788,133.51680000000002,104.31
10584,2025-08-06,Furniture,Home Office,Central,2.0,64.47,0.48,-5.93,-0.09198076624786722,30.9456,32.235
10585,2025-08-07,Furniture,Corporate,South,2.0,1098.99,0.08,-17.54,-0.01596010882719588,87.9192,549.495
10586,2025-08-08,Furniture,Corporate,West,2.0,826.7,0.24,166.18,0.20101608806096527,198.40800000000002,413.35
10587,2025-08-09,Technology,Corporate,West,4.0,1262.37,0.3,78.56,0.06223215063729335,378.71099999999996,315.5925
10588,2025-08-10,Furniture,Home Office,East,1.0,1241.01,0.29,-59.11,-0.04763055898018549,359.8929,1241.01
10589,2025-08-11,Technology,Home Office,Central,4.0,1272.82,0.2,-95.74,-0.0752188054870288,254.564,318.205
10590,2025-08-12,Office Supplies,Consumer,West,2.0,753.39,0.17,-0.2,-0.00026546675692536403,128.0763,376.695
10591,2025-08-13,Technology,Consumer,Central,5.0,533.76,0.06,145.7,0.2729691247002398,32.0256,106.752
10592,2025-08-14,Technology,Corporate,West,3.0,1197.76,0.2,5.22,0.004358135185679936,239.55200000000002,399.25333333333333
10593,2025-08-15,Office Supplies,Home Office,South,8.0,704.38,0.08,207.55,0.29465629347795225,56.3504,88.0475
10594,2025-08-16,Technology,Home Office,South,4.0,315.99,0.37,21.6,0.06835659356308744,116.9163,78.9975
10595,2025-08-17,Furniture,Home Office,West,1.0,1289.71,0.1,-89.48,-0.06937993812562514,128.971,1289.71
10596,2025-08-18,Furniture,Corporate,South,1.0,1329.71,0.03,328.96999999999997,0.24739980898090558,39.8913,1329.71
10597,2025-08-19,Technology,Consumer,West,3.0,726.15,0.28,41.51,0.057164497693314054,203.322,242.04999999999998
10598,2025-08-20,Furniture,Corporate,South,9.0,159.76,0.3,27.06,0.16937906860290436,47.928,17.75111111111111
10599,2025-08-21,Technology,Consumer,East,5.0,612.35,0.44,179.22,0.2926757573283253,269.434,122.47
10600,2025-08-22,Furniture,Consumer,East,2.0,1215.13,0.29,-154.83,-0.12741846551397792,352.3877,607.565
10601,2025-08-23,Furniture,Corporate,East,9.0,1357.57,0.17,-144.56,-0.10648438017929095,230.7869,150.8411111111111
10602,2025-08-24,Technology,Consumer,Central,2.0,345.04,0.4,60.11,0.17421168560166936,138.01600000000002,172.52
10603,2025-08-25,Furniture,Consumer,Central,5.0,147.11,0.27,-3.41,-0.023179933383182652,39.7197,29.422000000000004
10604,2025-08-26,Technology,Home Office,East,2.0,1322.16,0.04,-88.67,-0.06706450051430991,52.8864,661.08
10605,2025-08-27,Furniture,Consumer,Central,3.0,614.64,0.28,-81.31,-0.1322888194715606,172.09920000000002,204.88
10606,2025-08-28,Furniture,Corporate,South,6.0,835.55,0.45,-117.12,-0.14017114475495185,375.9975,139.25833333333333
10607,2025-08-29,Office Supplies,Corporate,West,9.0,1453.7,0.2,288.59,0.19852101534016645,290.74,161.52222222222224
10608,2025-08-30,Office Supplies,Consumer,West,9.0,146.52,0.15,-13.11,-0.08947583947583947,21.978,16.28
10609,2025-08-31,Technology,Home Office,West,7.0,990.06,0.07,59.87,0.06047108256065289,69.30420000000001,141.43714285714285
10610,2025-09-01,Office Supplies,Home Office,East,3.0,157.45,0.08,19.31,0.12264210860590664,12.596,52.48333333333333
10611,2025-09-02,Technology,Consumer,Central,4.0,594.43,0.22,25.42,0.0427636559393032,130.7746,148.6075
10612,2025-09-03,Office Supplies,Consumer,South,6.0,1215.53,0.3,-167.5,-0.1377999720286624,364.659,202.58833333333334
10613,2025-09-04,Furniture,Corporate,South,5.0,678.53,0.04,137.45,0.20257026218442808,27.141199999999998,135.706
10614,2025-09-05,Technology,Consumer,East,2.0,1495.91,0.47,-217.31,-0.14526943465850217,703.0777,747.955
10615,2025-09-06,Technology,Home Office,South,6.0,860.64,0.38,165.97,0.19284485963933817,327.0432,143.44
10616,2025-09-07,Furniture,Consumer,South,3.0,515.69,0.29,129.95,0.2519924760999825,149.55010000000001,171.89666666666668
10617,2025-09-08,Technology,Corporate,South,8.0,369.16,0.41,16.53,0.044777332322028386,151.3556,46.145
10618,2025-09-09,Technology,Corporate,South,2.0,558.25,0.04,50.8,0.09099865651589789,22.330000000000002,279.125
10619,2025-09-10,Office Supplies,Corporate,Central,1.0,590.17,0.24,38.15,0.06464239117542403,141.64079999999998,590.17
10620,2025-09-11,Technology,Corporate,South,9.0,149.63,0.32,3.76,0.025128650671656753,47.8816,16.625555555555554
10621,2025-09-12,Furniture,Corporate,West,3.0,585.88,0.41,146.08,0.2493343346760429,240.21079999999998,195.29333333333332
10622,2025-09-13,Office Supplies,Consumer,East,1.0,723.15,0.39,182.43,0.2522713130056005,282.0285,723.15
10623,2025-09-14,Office Supplies,Consumer,Central,7.0,1097.97,0.14,1.23,0.0011202491871362605,153.71580000000003,156.85285714285715
10624,2025-09-15,Furniture,Consumer,South,5.0,1002.26,0.47,127.07,0.12678346935924809,471.06219999999996,200.452
10625,2025-09-16,Furniture,Consumer,Central,5.0,1077.71,0.06,287.87,0.26711267409599987,64.6626,215.542
10626,2025-09-17,Office Supplies,Corporate,South,1.0,62.13,0.44,17.58,0.2829550941574118,27.337200000000003,62.13
10627,2025-09-18,Technology,Home Office,West,9.0,365.62,0.49,28.9,0.07904381598380832,179.1538,40.62444444444444
10628,2025-09-19,Office Supplies,Consumer,East,7.0,1009.44,0.09,54.28,0.0537723886511333,90.8496,144.2057142857143
10629,2025-09-20,Furniture,Home Office,South,8.0,751.78,0.36,-18.48,-0.024581659528053423,270.64079999999996,93.9725
10630,2025-09-21,Office Supplies,Consumer,South,9.0,57.7,0.02,16.24,0.2814558058925476,1.1540000000000001,6.411111111111111
10631,2025-09-22,Furniture,Consumer,South,6.0,1216.52,0.2,-104.3,-0.08573636273961792,243.304,202.75333333333333
10632,2025-09-23,Office Supplies,Home Office,South,5.0,1170.57,0.26,129.84,0.11092032086932008,304.3482,234.11399999999998
10633,2025-09-24,Technology,Corporate,East,6.0,845.21,0.29,-19.32,-0.02285822458323967,245.1109,140.86833333333334
10634,2025-09-25,Office Supplies,Consumer,East,2.0,146.37,0.47,-3.58,-0.024458563913370226,68.7939,73.185
10635,2025-09-26,Office Supplies,Consumer,West,4.0,1161.45,0.34,37.44,0.032235567609453696,394.89300000000003,290.3625
10636,2025-09-27,Furniture,Consumer,East,3.0,896.38,0.24,268.43,0.299460050425043,215.13119999999998,298.79333333333335
10637,2025-09-28,Furniture,Home Office,South,7.0,775.7,0.4,-148.29,-0.19116926646899574,310.28000000000003,110.81428571428572
10638,2025-09-29,Furniture,Corporate,West,9.0,1140.03,0.48,125.8,0.11034797329894827,547.2144,126.67
10639,2025-09-30,Office Supplies,Home Office,West,5.0,1214.35,0.01,-137.03,-0.11284226129204926,12.1435,242.86999999999998
10640,2025-10-01,Technology,Home Office,West,6.0,801.11,0.49,-64.46,-0.0804633570920348,392.5439,133.51833333333335
10641,2025-10-02,Furniture,Corporate,South,2.0,253.47,0.04,12.12,0.047816309622440524,10.1388,126.735
10642,2025-10-03,Furniture,Home Office,Central,3.0,1023.18,0.41,81.55,0.0797024961394867,419.50379999999996,341.06
10643,2025-10-04,Office Supplies,Corporate,South,3.0,949.69,0.14,-31.86,-0.0335477892786067,132.9566,316.56333333333333
10644,2025-10-05,Furniture,Consumer,East,9.0,1126.27,0.07,30.005000000000003,0.02664103634119705,78.83890000000001,125.14111111111112
10645,2025-10-06,Technology,Corporate,East,7.0,296.33,0.22,-32.85,-0.11085614011406203,65.1926,42.332857142857144
10646,2025-10-07,Technology,Consumer,South,8.0,332.71,0.32,-4.51,-0.013555348501698176,106.46719999999999,41.58875
10647,2025-10-08,Furniture,Home Office,South,9.0,1341.09,0.19,328.96999999999997,0.24530046454749493,254.8071,149.01
10648,2025-10-09,Furniture,Home Office,West,6.0,1137.47,0.03,312.94,0.27511934380686964,34.1241,189.57833333333335
10649,2025-10-10,Office Supplies,Consumer,South,4.0,1366.93,0.3,0.95,0.0006949880388900675,410.079,341.7325
10650,2025-10-11,Technology,Home Office,West,1.0,1150.14,0.45,122.93,0.10688264037421531,517.5630000000001,1150.14
10651,2025-10-12,Technology,Corporate,East,8.0,915.88,0.19,237.5,0.259313447176486,174.0172,114.485
10652,2025-10-13,Furniture,Consumer,West,7.0,998.49,0.11,-146.99,-0.1472122905587437,109.8339,142.64142857142858
10653,2025-10-14,Office Supplies,Home Office,South,2.0,1339.24,0.22,287.68,0.21480839879334548,294.63280000000003,669.62
10654,2025-10-15,Technology,Consumer,East,8.0,889.27,0.02,246.12,0.27676633643325427,17.7854,111.15875
10655,2025-10-16,Technology,Corporate,Central,5.0,966.97,0.41,-105.31,-0.10890720498050611,396.4577,193.394
10656,2025-10-17,Office Supplies,Corporate,West,7.0,276.89,0.41,-21.42,-0.07735924013146016,113.52489999999999,39.55571428571428
10657,2025-10-18,Office Supplies,Home Office,East,4.0,737.19,0.29,208.14,0.28234240833435065,213.7851,184.2975
10658,2025-10-19,Technology,Corporate,West,5.0,1088.78,0.18,100.05,0.09189184224544904,195.98039999999997,217.756
10659,2025-10-20,Technology,Consumer,East,8.0,442.87,0.4,30.005000000000003,0.06775125883442094,177.14800000000002,55.35875
10660,2025-10-21,Office Supplies,Corporate,East,1.0,343.27,0.28,-11.69,-0.03405482564744953,96.1156,343.27
10661,2025-10-22,Technology,Consumer,West,1.0,505.05,0.41,26.5,0.05247005247005247,207.07049999999998,505.05
10662,2025-10-23,Furniture,Consumer,Central,5.0,400.18,0.32,64.75,0.16180218901494328,128.0576,80.036
10663,2025-10-24,Furniture,Corporate,East,3.0,361.62,0.39,65.06,0.17991261545268514,141.0318,120.54
10664,2025-10-25,Office Supplies,Home Office,East,2.0,666.03,0.3,198.44,0.2979445370328664,199.809,333.015
10665,2025-10-26,Office Supplies,Corporate,East,3.0,1366.37,0.21,-28.17,-0.020616670447975296,286.93769999999995,455.45666666666665
10666,2025-10-27,Office Supplies,Consumer,Central,1.0,785.24,0.48,72.4,0.09220111048851307,376.91519999999997,785.24
10667,2025-10-28,Furniture,Consumer,Central,1.0,322.48,0.27,29.02,0.08999007690399403,87.06960000000001,322.48
10668,2025-10-29,Technology,Corporate,South,6.0,161.61,0.3,5.26,0.03254749087308953,48.483000000000004,26.935000000000002
10669,2025-10-30,Furniture,Home Office,West,5.0,1059.43,0.11,-78.27,-0.07387935021662591,116.5373,211.88600000000002
10670,2025-10-31,Technology,Home Office,Central,8.0,605.06,0.31,175.38,0.2898555515155522,187.56859999999998,75.6325
10671,2025-11-01,Furniture,Consumer,West,2.0,1241.65,0.29,290.54,0.2339950871823783,360.0785,620.825
10672,2025-11-02,Technology,Consumer,South,4.0,1006.29,0.09,74.72,0.0742529489510976,90.56609999999999,251.5725
10673,2025-11-03,Furniture,Home Office,West,8.0,1204.55,0.03,30.005000000000003,0.02490971732182143,36.1365,150.56875
10674,2025-11-04,Office Supplies,Corporate,Central,6.0,444.32,0.3,-21.21,-0.0477358660424919,133.296,74.05333333333333
10675,2025-11-05,Furniture,Consumer,West,1.0,1053.92,0.38,99.81,0.09470358281463488,400.48960000000005,1053.92
10676,2025-11-06,Technology,Consumer,Central,4.0,432.89,0.26,70.45,0.16274342211647302,112.5514,108.2225
10677,2025-11-07,Furniture,Home Office,West,1.0,1411.65,0.11,115.51,0.08182623171466015,155.28150000000002,1411.65
10678,2025-11-08,Furniture,Corporate,Central,2.0,972.74,0.33,287.57,0.2956288422394473,321.0042,486.37
10679,2025-11-09,Furniture,Home Office,Central,5.0,520.54,0.04,65.12,0.1251008568025512,20.8216,104.10799999999999
10680,2025-11-10,Office Supplies,Corporate,West,8.0,440.79,0.22,7.47,0.01694684543660246,96.97380000000001,55.09875
10681,2025-11-11,Furniture,Corporate,South,8.0,326.84,0.08,64.54,0.19746665034879454,26.147199999999998,40.855
10682,2025-11-12,Office Supplies,Corporate,East,3.0,1057.23,0.09,-77.49,-0.07329530944070826,95.1507,352.41
10683,2025-11-13,Office Supplies,Consumer,South,4.0,367.14,0.1,8.46,0.023042980879228635,36.714,91.785
10684,2025-11-14,Furniture,Home Office,West,6.0,913.19,0.19,5.6,0.006132349237289063,173.5061,152.19833333333335
10685,2025-11-15,Furniture,Home Office,South,3.0,433.72,0.03,19.22,0.044314304159365485,13.0116,144.57333333333335
10686,2025-11-16,Furniture,Corporate,Central,2.0,1009.85,0.2,203.79,0.20180224785859285,201.97000000000003,504.925
10687,2025-11-17,Technology,Consumer,East,6.0,1231.66,0.26,83.6,0.06787587483558774,320.2316,205.27666666666667
10688,2025-11-18,Furniture,Consumer,West,5.0,1178.14,0.24,244.24,0.20730982735498327,282.7536,235.62800000000001
10689,2025-11-19,Office Supplies,Home Office,West,5.0,1153.23,0.19,126.19,0.10942309860131977,219.1137,230.64600000000002
10690,2025-11-20,Furniture,Consumer,West,5.0,322.2,0.42,1.27,0.003941651148355059,135.32399999999998,64.44
10691,2025-11-21,Technology,Consumer,East,5.0,178.16,0.07,38.21,0.21447013920071847,12.471200000000001,35.632
