Order_ID,Order_Date,Category,Segment,Region,Quantity,Sales,Discount,Profit
10714,2025-12-14,Office Supplies,Home Office,South,3.0,187.63,0.26,53.48
10715,2025-12-15,Office Supplies,Consumer,West,1.0,1498.39,0.12,421.29
10716,2025-12-16,Office Supplies,Corporate,South,5.0,523.63,0.18,-20.19
10717,2025-12-17,Office Supplies,Corporate,West,5.0,1134.87,0.49,7.52
10718,2025-12-18,Furniture,Corporate,East,7.0,1219.66,0.34,308.57
10719,2025-12-19,Furniture,Consumer,West,4.0,1294.13,0.47,368.8
10720,2025-12-20,Technology,Consumer,East,3.0,1496.56,0.07,74.15
10721,2025-12-21,Office Supplies,Consumer,East,1.0,400.17,0.19,-2.22
10722,2025-12-22,Technology,Consumer,West,8.0,108.51,0.28,9.41
10723,2025-12-23,Furniture,Consumer,East,3.0,646.23,0.04,103.07
10724,2025-12-24,Furniture,Corporate,South,2.0,238.62,0.0,-6.43
10725,2025-12-25,Furniture,Consumer,Central,4.0,82.52,0.34,14.97
10726,2025-12-26,Furniture,Corporate,West,3.0,572.62,0.32,-72.58
10727,2025-12-27,Furniture,Consumer,East,1.0,1186.42,0.21,-151.65
10728,2025-12-28,Furniture,Home Office,West,3.0,870.96,0.24,20.75
10729,2025-12-29,Furniture,Corporate,South,2.0,503.53,0.21,4.56
10730,2025-12-30,Office Supplies,Home Office,West,8.0,998.8,0.01,-7.96
10731,2025-12-31,Technology,Corporate,West,50.0,4637.16,0.17,27.42
10732,2026-01-01,Furniture,Home Office,East,9.0,70.85,0.09,-0.4
10733,2026-01-02,Office Supplies,Consumer,South,8.0,1158.31,0.05,-73.53
10734,2026-01-03,Office Supplies,Consumer,Central,3.0,954.43,0.48,-10.25
10735,2026-01-04,Technology,Consumer,Central,5.0,1155.34,0.3,333.55
10736,2026-01-05,Furniture,Corporate,East,7.0,106.46,0.36,3.73
10737,2026-01-06,Technology,Home Office,West,,1263.82,0.16,63.34
10738,2026-01-07,Furniture,Consumer,East,8.0,948.31,0.2,103.79
10739,2026-01-08,Office Supplies,Home Office,East,5.0,866.92,0.12,253.58
10740,2026-01-09,Office Supplies,Home Office,East,1.0,955.69,0.05,-39.45
10741,2026-01-10,Office Supplies,Consumer,West,5.0,1303.43,0.09,204.09
10742,2026-01-11,Office Supplies,Consumer,South,4.0,901.06,0.4,155.16
10743,2026-01-12,Technology,Home Office,East,6.0,892.38,0.34,110.03
10744,2026-01-13,Furniture,Consumer,West,3.0,1486.48,0.27,-163.72
10745,2026-01-14,Furniture,Consumer,South,5.0,1147.26,0.24,177.36
10746,2026-01-15,Technology,Consumer,East,2.0,691.33,0.46,-83.76
10747,2026-01-16,Furniture,Corporate,Central,6.0,1075.73,0.04,127.22
10748,2026-01-17,Office Supplies,Home Office,South,6.0,614.38,0.14,112.32
10749,2026-01-18,Furniture,Home Office,East,5.0,381.87,0.17,-21.03
10750,2026-01-19,Office Supplies,Corporate,South,6.0,915.44,0.39,209.39
10751,2026-01-20,Technology,Home Office,South,7.0,1395.86,0.5,-190.31
10752,2026-01-21,Furniture,Consumer,South,5.0,1397.25,0.12,320.97
10753,2026-01-22,Technology,Home Office,South,1.0,545.76,0.44,31.19
10754,2026-01-23,Furniture,Consumer,South,8.0,815.13,0.42,-42.46
10755,2026-01-24,Office Supplies,Corporate,South,4.0,356.87,0.11,-32.05
10756,2026-01-25,Technology,Consumer,East,9.0,1493.67,0.2,416.72
10757,2026-01-26,Furniture,Home Office,Central,6.0,1472.62,0.2,-172.74
10758,2026-01-27,Office Supplies,Home Office,West,1.0,991.79,0.49,-59.91
10759,2026-01-28,Technology,Home Office,South,3.0,1216.4,0.09,7.93
10760,2026-01-29,Technology,Corporate,West,3.0,1086.9,0.4,140.32
10761,2026-01-30,Furniture,Corporate,East,4.0,910.08,0.17,86.6
10762,2026-01-31,Furniture,Home Office,South,6.0,127.35,0.37,-11.9
10763,2026-02-01,Furniture,Consumer,Central,7.0,709.41,0.21,-13.92
10764,2026-02-02,Office Supplies,Corporate,West,4.0,1028.44,0.29,-43.77
10765,2026-02-03,Furniture,Home Office,South,6.0,1032.42,0.42,-55.65
10766,2026-02-04,Technology,Home Office,East,1.0,591.03,0.4,20.69
10767,2026-02-05,Technology,Corporate,Central,8.0,1415.45,0.43,236.12
10768,2026-02-06,Furniture,Corporate,West,7.0,292.67,0.03,-15.26
10769,2026-02-07,Furniture,Corporate,West,9.0,775.52,0.35,11.64
10770,2026-02-08,Technology,Consumer,South,3.0,1051.78,0.07,27.25
10771,2026-02-09,Office Supplies,Consumer,Central,2.0,1060.85,0.21,307.02
10772,2026-02-10,Furniture,Home Office,Central,1.0,990.53,0.27,276.95
10773,2026-02-11,Furniture,Corporate,Central,3.0,449.17,0.2,94.35
10774,2026-02-12,Technology,Consumer,Central,5.0,276.5,0.26,-11.41
10775,2026-02-13,Furniture,Corporate,East,2.0,972.11,0.5,-116.05
10776,2026-02-14,Office Supplies,Home Office,Central,3.0,918.99,0.07,-6.79
10777,2026-02-15,Technology,Consumer,West,4.0,310.07,0.34,-9.28
10778,2026-02-16,Furniture,Consumer,West,7.0,1072.45,0.2,83.29
10779,2026-02-17,Technology,Consumer,East,3.0,710.0,0.07,141.98
10780,2026-02-18,Furniture,Home Office,West,9.0,1018.25,0.08,240.56
10781,2026-02-19,Furniture,Corporate,West,8.0,1264.18,0.47,291.0
10782,2026-02-20,Furniture,Consumer,Central,4.0,296.11,0.44,3.51
10783,2026-02-21,Office Supplies,Home Office,West,1.0,,0.45,12.38
10784,2026-02-22,Office Supplies,Corporate,East,1.0,1179.7,0.5,-10.88
10785,2026-02-23,Technology,Home Office,Central,1.0,934.06,0.1,-114.51
10786,2026-02-24,Furniture,Corporate,South,1.0,1064.48,0.18,176.39
10787,2026-02-25,Furniture,Home Office,Central,8.0,1265.32,0.33,-184.2
10788,2026-02-26,Office Supplies,Corporate,East,3.0,1214.08,0.24,41.44
10789,2026-02-27,Furniture,Consumer,Central,6.0,1443.33,0.21,-2.57
10790,2026-02-28,Office Supplies,Corporate,Central,3.0,827.11,0.18,134.01
10791,2026-03-01,Furniture,Home Office,East,5.0,758.32,0.3,147.73
10792,2026-03-02,Technology,Home Office,Central,7.0,632.74,0.29,-8.33
10793,2026-03-03,Furniture,Corporate,East,2.0,272.85,0.08,58.73
10794,2026-03-04,Furniture,Consumer,East,6.0,880.28,0.24,-15.61
10795,2026-03-05,Office Supplies,Consumer,South,6.0,451.67,0.28,22.97
10796,2026-03-06,Furniture,Corporate,West,3.0,1385.9,0.29,245.52
10797,2026-03-07,Furniture,Corporate,West,6.0,895.63,0.11,144.93
10798,2026-03-08,Office Supplies,Home Office,Central,5.0,909.62,0.37,267.72
10799,2026-03-09,Technology,Consumer,Central,2.0,564.64,0.01,-27.49
10800,2026-03-10,Technology,Corporate,South,9.0,125.38,0.18,18.56
10801,2026-03-11,Office Supplies,Consumer,South,8.0,96.03,0.39,11.94
10802,2026-03-12,Office Supplies,Corporate,South,3.0,663.84,0.28,173.79
10803,2026-03-13,Office Supplies,Corporate,East,8.0,172.62,0.13,-13.75
10804,2026-03-14,Office Supplies,Consumer,South,9.0,929.93,0.35,175.11
10805,2026-03-15,Office Supplies,Corporate,South,3.0,1327.41,0.28,140.33
10806,2026-03-16,Technology,Corporate,Central,3.0,1330.23,0.4,-35.12
10807,2026-03-17,Technology,Home Office,South,2.0,1005.62,0.37,63.85
10808,2026-03-18,Office Supplies,Corporate,East,8.0,356.29,0.31,0.07
10809,2026-03-19,Furniture,Corporate,East,1.0,1301.35,0.24,144.05
10810,2026-03-20,Office Supplies,Corporate,Central,8.0,1334.84,0.07,333.78
10811,2026-03-21,Furniture,Home Office,South,7.0,335.15,0.13,35.59
10812,2026-03-22,Office Supplies,Consumer,South,7.0,1119.27,0.21,150.29
10813,2026-03-23,Office Supplies,Home Office,East,3.0,465.45,0.3,38.84
10814,2026-03-24,Technology,Home Office,South,1.0,1213.83,0.26,-154.13
10815,2026-03-25,Furniture,Consumer,South,4.0,1495.99,0.14,-67.64
10816,2026-03-26,Furniture,Home Office,South,9.0,93.54,0.0,6.68
10817,2026-03-27,Technology,Consumer,West,5.0,1351.18,0.25,-14.04
10818,2026-03-28,Technology,Home Office,Central,1.0,,0.14,-64.99
10819,2026-03-29,Technology,Consumer,West,5.0,1461.4,0.37,112.32
10820,2026-03-30,Technology,Corporate,Central,8.0,,0.01,-3.43
10821,2026-03-31,Furniture,Home Office,East,8.0,1278.71,0.29,-43.29
10822,2026-04-01,Furniture,Home Office,South,5.0,140.47,0.47,8.26
10823,2026-04-02,Office Supplies,Home Office,Central,9.0,536.15,0.09,-48.27
10824,2026-04-03,Office Supplies,Home Office,West,1.0,147.17,0.24,39.37
10825,2026-04-04,Technology,Corporate,South,4.0,1464.25,0.05,352.1
10826,2026-04-05,Technology,Home Office,East,3.0,1234.61,0.31,207.94
10827,2026-04-06,Technology,Corporate,Central,2.0,1286.19,0.28,-131.45
10828,2026-04-07,Office Supplies,Corporate,Central,8.0,,0.2,280.8
10829,2026-04-08,Office Supplies,Corporate,Central,7.0,173.4,0.26,37.03
10830,2026-04-09,Office Supplies,Corporate,South,9.0,609.12,0.45,119.08
10831,2026-04-10,Office Supplies,Consumer,West,2.0,153.0,0.1,-15.1
10832,2026-04-11,Office Supplies,Consumer,West,4.0,355.65,0.01,49.71
10833,2026-04-12,Office Supplies,Home Office,Central,6.0,382.58,0.43,86.25
10834,2026-04-13,Office Supplies,Consumer,East,3.0,730.21,0.29,80.18
10835,2026-04-14,Technology,Consumer,East,8.0,439.42,0.45,61.91
10836,2026-04-15,Technology,Home Office,West,3.0,196.42,0.3,11.05
10837,2026-04-16,Technology,Home Office,East,2.0,292.86,0.41,25.75
10838,2026-04-17,Technology,Home Office,West,3.0,263.55,0.21,-35.46
10839,2026-04-18,Office Supplies,Consumer,Central,6.0,1460.96,0.37,200.93
10840,2026-04-19,Furniture,Consumer,West,2.0,1150.97,0.46,-130.46
10841,2026-04-20,Office Supplies,Home Office,West,8.0,1453.25,0.29,66.5
10842,2026-04-21,Furniture,Corporate,Central,1.0,687.62,0.09,-12.59
10843,2026-04-22,Technology,Home Office,East,7.0,453.63,0.13,43.3
10844,2026-04-23,Office Supplies,Corporate,West,2.0,1207.53,0.1,-108.63
10845,2026-04-24,Technology,Corporate,West,6.0,523.07,0.12,84.34
10846,2026-04-25,Office Supplies,Home Office,Central,2.0,484.11,0.15,100.58
10847,2026-04-26,Technology,Home Office,East,2.0,387.13,0.28,-29.61
10848,2026-04-27,Furniture,Home Office,West,8.0,238.03,0.29,-24.53
10849,2026-04-28,Furniture,Consumer,Central,2.0,421.87,0.21,-35.66
10850,2026-04-29,Furniture,Corporate,West,7.0,565.21,0.31,138.31
10851,2026-04-30,Office Supplies,Consumer,South,3.0,1027.29,0.04,90.08
10852,2026-05-01,Furniture,Consumer,Central,8.0,140.72,0.04,8.48
10853,2026-05-02,Office Supplies,Home Office,East,7.0,355.24,0.09,-36.23
10854,2026-05-03,Furniture,Consumer,East,8.0,1223.08,0.26,174.04
10855,2026-05-04,Furniture,Home Office,East,7.0,263.04,0.11,63.29
10856,2026-05-05,Office Supplies,Corporate,East,6.0,546.84,0.14,121.77
10857,2026-05-06,Office Supplies,Home Office,West,7.0,1303.76,0.2,171.74
10858,2026-05-07,Furniture,Consumer,West,5.0,274.64,0.41,-31.89
10859,2026-05-08,Office Supplies,Consumer,East,7.0,169.97,0.01,-16.9
10860,2026-05-09,Furniture,Home Office,East,1.0,752.58,0.32,-96.19
10861,2026-05-10,Office Supplies,Home Office,East,1.0,488.51,0.33,-16.67
10862,2026-05-11,Technology,Consumer,West,9.0,866.94,0.4,-77.12
10863,2026-05-12,Technology,Corporate,East,5.0,1215.52,0.47,-40.09
10864,2026-05-13,Technology,Corporate,East,5.0,248.87,0.01,5.79
10865,2026-05-14,Technology,Home Office,South,3.0,892.01,0.08,244.72
10866,2026-05-15,Technology,Corporate,South,5.0,782.99,0.44,97.61
10867,2026-05-16,Furniture,Consumer,East,3.0,258.91,0.23,58.45
10868,2026-05-17,Technology,Home Office,Central,9.0,954.8,0.28,161.99
10869,2026-05-18,Technology,Consumer,East,9.0,446.78,0.33,-44.4
10870,2026-05-19,Technology,Consumer,South,6.0,757.36,0.34,137.21
10871,2026-05-20,Technology,Corporate,Central,1.0,169.29,0.47,-4.44
10872,2026-05-21,Office Supplies,Home Office,Central,7.0,716.4,0.5,98.58
10873,2026-05-22,Furniture,Home Office,East,7.0,494.37,0.36,1.7
10874,2026-05-23,Technology,Corporate,South,4.0,1242.45,0.14,371.43
10875,2026-05-24,Technology,Consumer,South,8.0,132.62,0.44,-4.16
10876,2026-05-25,Technology,Consumer,Central,6.0,656.98,0.02,-16.02
10877,2026-05-26,Furniture,Consumer,East,4.0,714.73,0.12,192.12
10878,2026-05-27,Office Supplies,Consumer,West,4.0,1101.26,0.45,-152.98
10879,2026-05-28,Furniture,Home Office,West,2.0,882.72,0.13,144.33
10880,2026-05-29,Office Supplies,Home Office,South,2.0,1017.46,0.11,179.48
10881,2026-05-30,Technology,Corporate,West,4.0,1176.72,0.07,266.37
10882,2026-05-31,Technology,Corporate,South,5.0,1300.19,0.43,375.1
10883,2026-06-01,Furniture,Home Office,South,8.0,505.12,0.25,145.99
10884,2026-06-02,Furniture,Home Office,South,6.0,830.13,0.34,-100.13
10885,2026-06-03,Office Supplies,Consumer,West,4.0,1268.16,0.12,278.78
10886,2026-06-04,Office Supplies,Consumer,South,7.0,1484.7,0.38,209.1
10887,2026-06-05,Furniture,Corporate,Central,8.0,1339.8,0.38,189.32
10888,2026-06-06,Office Supplies,Home Office,East,2.0,588.63,0.16,-54.3
10889,2026-06-07,Furniture,Corporate,East,7.0,332.99,0.21,47.48
10890,2026-06-08,Office Supplies,Home Office,South,2.0,759.62,0.1,221.9
10891,2026-06-09,Furniture,Consumer,East,2.0,1125.38,0.49,292.96
10892,2026-06-10,Furniture,Corporate,West,8.0,764.23,0.32,36.38
10893,2026-06-11,Furniture,Corporate,West,2.0,750.61,0.47,-99.1
10894,2026-06-12,Office Supplies,Home Office,East,9.0,1265.43,0.15,16.49
10895,2026-06-13,Office Supplies,Consumer,West,1.0,574.04,0.39,127.37
10896,2026-06-14,Office Supplies,Corporate,East,9.0,1296.7,0.38,214.83
10897,2026-06-15,Furniture,Consumer,East,1.0,639.87,0.35,36.28
10898,2026-06-16,Office Supplies,Corporate,East,2.0,525.94,0.48,-65.85
10899,2026-06-17,Office Supplies,Consumer,South,6.0,708.29,0.2,29.82
10900,2026-06-18,Furniture,Home Office,East,6.0,1155.55,0.07,70.56
10901,2026-06-19,Technology,Corporate,South,1.0,232.7,0.34,62.33
10902,2026-06-20,Furniture,Corporate,East,7.0,334.81,0.36,46.37
10903,2026-06-21,Office Supplies,Consumer,East,8.0,1429.59,0.29,-13.95
10904,2026-06-22,Furniture,Consumer,East,2.0,304.46,0.1,26.3
10905,2026-06-23,Technology,Corporate,West,8.0,873.2,0.25,-105.02
10906,2026-06-24,Furniture,Home Office,South,9.0,890.01,0.16,256.02
10907,2026-06-25,Office Supplies,Consumer,South,6.0,759.96,0.21,9.14
10908,2026-06-26,Technology,Consumer,East,5.0,984.88,0.32,64.06
10909,2026-06-27,Office Supplies,Consumer,East,9.0,383.25,0.37,3.79
10910,2026-06-28,Technology,Corporate,West,9.0,851.36,0.12,133.77
10911,2026-06-29,Technology,Corporate,West,1.0,589.65,0.2,87.27
10912,2026-06-30,Furniture,Corporate,West,3.0,1009.42,0.13,173.51
10913,2026-07-01,Furniture,Corporate,South,9.0,254.77,0.1,-7.47
10914,2026-07-02,Office Supplies,Home Office,South,50.0,10533.24,0.39,-6.98
10915,2026-07-03,Furniture,Home Office,South,4.0,318.64,0.45,-29.84
10916,2026-07-04,Furniture,Corporate,East,4.0,454.03,0.19,65.83
10917,2026-07-05,Technology,Home Office,South,2.0,367.13,0.38,-48.49
10918,2026-07-06,Furniture,Consumer,Central,3.0,315.11,0.45,37.48
10919,2026-07-07,Technology,Consumer,Central,3.0,1247.28,0.42,301.05
10920,2026-07-08,Technology,Consumer,West,1.0,464.28,0.09,116.48
10921,2026-07-09,Technology,Corporate,South,6.0,1394.33,0.48,72.6
10922,2026-07-10,Office Supplies,Consumer,Central,8.0,1456.39,0.19,82.56
10923,2026-07-11,Office Supplies,Home Office,West,3.0,878.33,0.17,-101.33
10924,2026-07-12,Office Supplies,Corporate,South,5.0,257.35,0.03,39.08
10925,2026-07-13,Technology,Home Office,East,1.0,593.09,0.24,130.22
10926,2026-07-14,Office Supplies,Consumer,Central,7.0,1206.71,0.05,-48.15
10927,2026-07-15,Office Supplies,Consumer,East,1.0,582.72,0.12,23.07
10928,2026-07-16,Furniture,Consumer,South,9.0,176.17,0.16,40.07
10929,2026-07-17,Office Supplies,Corporate,Central,8.0,857.34,0.4,209.79
10930,2026-07-18,Office Supplies,Home Office,South,7.0,1275.43,0.44,-51.74
10931,2026-07-19,Technology,Corporate,East,7.0,1204.09,0.15,117.71
10932,2026-07-20,Technology,Corporate,Central,5.0,303.93,0.43,-19.26
10933,2026-07-21,Technology,Consumer,East,5.0,1025.51,0.43,-106.81
10934,2026-07-22,Technology,Corporate,South,5.0,369.73,0.38,96.13
10935,2026-07-23,Technology,Corporate,South,1.0,366.4,0.07,80.33
10936,2026-07-24,Technology,Consumer,East,8.0,1317.4,0.35,252.96
10937,2026-07-25,Office Supplies,Corporate,Central,1.0,412.02,0.47,-52.76
10938,2026-07-26,Technology,Consumer,East,4.0,431.71,0.34,99.15
10939,2026-07-27,Technology,Consumer,South,9.0,50.95,0.17,2.4
10940,2026-07-28,Furniture,Consumer,East,9.0,1312.47,0.25,5.35
10941,2026-07-29,Office Supplies,Consumer,South,5.0,1199.26,0.32,115.03
10942,2026-07-30,Office Supplies,Corporate,East,4.0,959.63,0.26,-104.5
10943,2026-07-31,Office Supplies,Consumer,Central,3.0,,0.06,216.76
10944,2026-08-01,Technology,Consumer,Central,3.0,270.47,0.16,30.32
10945,2026-08-02,Technology,Corporate,East,5.0,714.57,0.4,-47.19
10946,2026-08-03,Technology,Corporate,East,1.0,559.27,0.43,-36.52
10947,2026-08-04,Furniture,Home Office,Central,5.0,185.98,0.07,-12.48
10948,2026-08-05,Technology,Corporate,South,6.0,754.89,0.48,-93.87
10949,2026-08-06,Furniture,Corporate,Central,7.0,1385.07,0.16,158.6
10950,2026-08-07,Office Supplies,Home Office,South,9.0,108.09,0.33,24.66
10951,2026-08-08,Technology,Corporate,East,3.0,472.62,0.38,-67.17
10952,2026-08-09,Furniture,Corporate,East,2.0,350.93,0.41,-44.9
10953,2026-08-10,Furniture,Corporate,South,3.0,395.31,0.47,42.59
10954,2026-08-11,Technology,Corporate,East,9.0,1367.23,0.16,299.11
10955,2026-08-12,Office Supplies,Home Office,South,7.0,728.7,0.43,-2.16
10956,2026-08-13,Office Supplies,Corporate,West,9.0,726.13,0.07,5.32
10957,2026-08-14,Office Supplies,Corporate,Central,2.0,1152.83,0.35,136.44
10958,2026-08-15,Furniture,Home Office,West,5.0,274.01,0.37,-7.29
10959,2026-08-16,Furniture,Consumer,South,4.0,756.53,0.34,-104.42
10960,2026-08-17,Furniture,Home Office,Central,2.0,673.48,0.13,121.8
10961,2026-08-18,Furniture,Consumer,South,9.0,915.52,0.44,
10962,2026-08-19,Office Supplies,Home Office,Central,9.0,1499.36,0.08,166.94
10963,2026-08-20,Technology,Home Office,Central,6.0,1165.7,0.03,214.21
10964,2026-08-21,Furniture,Corporate,Central,6.0,626.91,0.36,96.45
10965,2026-08-22,Furniture,Consumer,Central,8.0,1249.95,0.24,-71.69
10966,2026-08-23,Office Supplies,Corporate,South,6.0,297.53,0.42,2.56
10967,2026-08-24,Technology,Consumer,Central,1.0,94.17,0.19,-8.78
10968,2026-08-25,Technology,Home Office,Central,4.0,346.45,0.08,-31.72
10969,2026-08-26,Office Supplies,Home Office,West,7.0,543.6,0.42,83.87
10970,2026-08-27,Office Supplies,Consumer,East,2.0,790.34,0.27,186.81
10971,2026-08-28,Technology,Corporate,East,9.0,941.94,0.09,266.79
10972,2026-08-29,Furniture,Corporate,West,8.0,1370.38,0.36,181.93
10973,2026-08-30,Technology,Corporate,West,8.0,789.29,0.26,-53.0
10974,2026-08-31,Office Supplies,Corporate,South,7.0,776.85,0.3,-79.59
10975,2026-09-01,Furniture,Home Office,South,4.0,122.85,0.23,26.51
10976,2026-09-02,Furniture,Home Office,South,2.0,100.62,0.41,11.11
10977,2026-09-03,Office Supplies,Home Office,West,3.0,849.18,0.41,108.89
10978,2026-09-04,Office Supplies,Home Office,West,6.0,685.36,0.35,138.21
10979,2026-09-05,Office Supplies,Home Office,Central,5.0,1266.81,0.05,210.89
10980,2026-09-06,Technology,Corporate,South,8.0,282.99,0.42,63.82
10981,2026-09-07,Technology,Corporate,South,6.0,86.21,0.34,-10.75
10982,2026-09-08,Furniture,Corporate,South,6.0,701.11,0.35,130.68
10983,2026-09-09,Office Supplies,Corporate,East,1.0,394.34,0.18,91.84
10984,2026-09-10,Furniture,Home Office,Central,4.0,121.94,0.44,-2.59
10985,2026-09-11,Furniture,Home Office,South,5.0,1100.67,0.36,152.11
10986,2026-09-12,Furniture,Home Office,South,3.0,211.81,0.06,-1.83
10987,2026-09-13,Furniture,Consumer,South,9.0,932.06,0.2,261.99
10988,2026-09-14,Office Supplies,Corporate,East,1.0,457.52,0.44,-61.75
10989,2026-09-15,Furniture,Corporate,East,6.0,301.57,0.02,33.45
10990,2026-09-16,Office Supplies,Home Office,West,6.0,600.64,0.48,-45.09
10991,2026-09-17,Office Supplies,Corporate,Central,5.0,1212.1,0.34,206.66
10992,2026-09-18,Technology,Corporate,West,5.0,618.54,0.32,-43.82
10993,2026-09-19,Office Supplies,Home Office,Central,5.0,1138.62,0.14,-50.19
10994,2026-09-20,Technology,Consumer,East,6.0,231.96,0.12,16.81
10995,2026-09-21,Office Supplies,Consumer,South,8.0,1170.52,0.47,306.3
10996,2026-09-22,Office Supplies,Consumer,West,2.0,393.55,0.15,-21.54
10997,2026-09-23,Office Supplies,Home Office,South,6.0,1032.22,0.39,-87.83
10998,2026-09-24,Technology,Corporate,West,1.0,870.38,0.2,166.71
10999,2026-09-25,Technology,Home Office,East,4.0,1397.26,0.07,105.18
11000,2026-09-26,Furniture,Home Office,East,3.0,611.62,0.01,159.21
