Transaction_ID,Amount,Time,Location,Transaction_Type,Fraud
TXN102491,550.19,392,Hyderabad,POS,0
TXN102492,669.73,203,Bengaluru,ATM,0
TXN102493,4645.4,257,Aurangabad,Online,0
TXN102494,312.15,485,Nashik,Online,0
TXN102495,2473.04,445,Bengaluru,Mobile Payment,0
TXN102496,829.68,1203,Aurangabad,ATM,0
TXN102497,2933.15,1023,Pune,ATM,1
TXN102498,2417.22,341,Aurangabad,Mobile Payment,0
TXN102499,1540.79,132,Nagpur,Mobile Payment,0
TXN102500,1940.33,442,Mumbai,Bank Transfer,0
TXN102501,2887.61,252,Nagpur,Bank Transfer,0
TXN102502,787.36,264,Hyderabad,Mobile Payment,0
TXN102503,594.53,92,Bengaluru,POS,0
TXN102504,370.5,1434,Bengaluru,Bank Transfer,0
TXN102505,480.39,137,Delhi,Mobile Payment,0
TXN102506,20933.26,1231,Nagpur,ATM,0
TXN102507,3807.32,1001,Nashik,Bank Transfer,0
TXN102508,283.99,306,Hyderabad,POS,0
TXN102509,292.23,265,Pune,Online,0
TXN102510,1775.55,645,Hyderabad,ATM,0
TXN102511,1895.55,317,Delhi,POS,0
TXN102512,1898.62,1136,Delhi,POS,0
TXN102513,849.84,900,Delhi,POS,0
TXN102514,967.34,1401,Bengaluru,ATM,0
TXN102515,5728.84,453,Mumbai,POS,1
TXN102516,1194.99,190,Aurangabad,Online,0
TXN102517,119.19,1210,Nashik,Bank Transfer,0
TXN102518,871.49,830,Hyderabad,ATM,0
TXN102519,468.06,1390,Bengaluru,POS,0
TXN102520,1306.64,1112,Hyderabad,Mobile Payment,0
TXN102521,21704.16,186,Pune,Bank Transfer,0
TXN102522,1583.64,818,Bengaluru,ATM,0
TXN102523,801.49,1020,Mumbai,Mobile Payment,0
TXN102524,2756.73,131,Hyderabad,Mobile Payment,0
TXN102525,1777.01,871,Bengaluru,POS,0
TXN102526,1669.19,634,Bengaluru,ATM,0
TXN102527,2011.93,1399,Nagpur,POS,0
TXN102528,8574.46,690,Pune,Online,0
TXN102529,353.93,691,Delhi,Mobile Payment,0
TXN102530,1760.99,1122,Pune,Online,0
TXN102531,434.25,1057,Pune,POS,0
TXN102532,1911.25,581,Nagpur,Bank Transfer,0
TXN102533,437.6,170,Aurangabad,Mobile Payment,0
TXN102534,722.44,1389,Bengaluru,Bank Transfer,0
TXN102535,816.4,783,Nashik,ATM,0
TXN102536,2909.73,1082,Delhi,Mobile Payment,0
TXN102537,2747.52,180,Hyderabad,Online,0
TXN102538,315.54,18,Aurangabad,Bank Transfer,0
TXN102539,1158.56,1249,Mumbai,ATM,0
TXN102540,539.38,1118,Bengaluru,Mobile Payment,0
TXN102541,311.53,880,Delhi,ATM,0
TXN102542,882.7,1320,Nashik,Online,0
TXN102543,805.54,174,Bengaluru,Mobile Payment,0
TXN102544,12415.69,1245,Mumbai,ATM,0
TXN102545,1690.8,53,Nagpur,POS,0
TXN102546,276.55,694,Aurangabad,Mobile Payment,0
TXN102547,623.42,862,Bengaluru,Mobile Payment,0
TXN102548,3045.39,1426,Delhi,Mobile Payment,0
TXN102549,8852.39,1341,Pune,Mobile Payment,0
TXN102550,224.53,348,Hyderabad,POS,0
TXN102551,167.35,442,Hyderabad,Online,0
TXN102552,7122.15,832,Hyderabad,POS,0
TXN102553,1619.08,579,Nashik,POS,0
TXN102554,460.22,281,Bengaluru,ATM,0
TXN102555,1871.75,359,Hyderabad,Bank Transfer,0
TXN102556,78.59,914,Delhi,Bank Transfer,0
TXN102557,1100.34,822,Pune,ATM,0
TXN102558,1522.06,891,Delhi,POS,0
TXN102559,2763.55,952,Bengaluru,ATM,0
TXN102560,397.86,640,Mumbai,Mobile Payment,0
TXN102561,1194.74,1031,Pune,ATM,0
TXN102562,434.66,562,Pune,ATM,0
TXN102563,1415.71,490,Delhi,Mobile Payment,0
TXN102564,447.94,340,Nagpur,Bank Transfer,0
TXN102565,729.16,471,Bengaluru,Mobile Payment,0
TXN102566,405.12,248,Hyderabad,Online,0
TXN102567,2103.03,234,Nagpur,ATM,0
TXN102568,2587.51,1106,Aurangabad,ATM,0
TXN102569,867.3,1116,Hyderabad,Bank Transfer,0
TXN102570,1139.38,1417,Mumbai,POS,0
TXN102571,257.6,823,Nagpur,Mobile Payment,0
TXN102572,812.67,1291,Delhi,POS,0
TXN102573,1042.94,631,Bengaluru,Online,0
TXN102574,15075.0,528,Nagpur,Mobile Payment,0
TXN102575,360.7,1276,Aurangabad,Online,0
TXN102576,4741.82,121,Nashik,Online,0
TXN102577,2971.61,891,Aurangabad,Online,0
TXN102578,1451.91,9,Pune,Mobile Payment,0
TXN102579,24122.3,1339,Hyderabad,Mobile Payment,1
TXN102580,1590.98,837,Bengaluru,Bank Transfer,0
TXN102581,1618.34,1296,Pune,ATM,0
TXN102582,1039.9,1329,Nagpur,POS,0
TXN102583,3727.78,1233,Nagpur,POS,0
TXN102584,3282.86,752,Aurangabad,Online,0
TXN102585,586.59,885,Aurangabad,Mobile Payment,0
TXN102586,293.17,463,Delhi,Mobile Payment,0
TXN102587,895.18,711,Mumbai,Online,0
TXN102588,492.73,727,Delhi,ATM,0
TXN102589,1029.14,716,Pune,POS,0
TXN102590,3779.84,1439,Delhi,Bank Transfer,0
TXN102591,694.16,1239,Aurangabad,ATM,0
TXN102592,1050.66,79,Bengaluru,Mobile Payment,0
TXN102593,1162.15,479,Delhi,Online,0
TXN102594,2561.71,901,Nashik,POS,0
TXN102595,115.94,890,Hyderabad,Online,0
TXN102596,1428.99,17,Mumbai,Mobile Payment,1
TXN102597,1354.63,1188,Aurangabad,Online,0
TXN102598,3641.24,201,Bengaluru,POS,0
TXN102599,670.55,740,Nagpur,Online,0
TXN102600,167.91,1369,Hyderabad,POS,0
TXN102601,2037.97,1389,Delhi,Online,0
TXN102602,580.93,318,Aurangabad,Online,0
TXN102603,333.73,216,Nagpur,POS,0
TXN102604,587.37,1057,Nagpur,Online,0
TXN102605,911.85,265,Pune,ATM,0
TXN102606,903.66,723,Pune,Bank Transfer,1
TXN102607,120.84,774,Bengaluru,ATM,0
TXN102608,10607.45,1103,Aurangabad,Bank Transfer,1
TXN102609,3924.03,412,Hyderabad,ATM,0
TXN102610,2103.85,1275,Bengaluru,Bank Transfer,0
TXN102611,351.54,1035,Aurangabad,Online,0
TXN102612,896.51,400,Nashik,POS,0
TXN102613,1089.5,723,Mumbai,POS,0
TXN102614,1995.79,281,Mumbai,Mobile Payment,0
TXN102615,2139.53,1135,Hyderabad,Bank Transfer,0
TXN102616,526.28,722,Aurangabad,Mobile Payment,0
TXN102617,1190.34,1401,Pune,Mobile Payment,0
TXN102618,1732.43,750,Hyderabad,Bank Transfer,0
TXN102619,4702.37,267,Delhi,POS,0
TXN102620,2218.32,297,Bengaluru,Bank Transfer,0
TXN102621,2414.04,1340,Nashik,Online,0
TXN102622,1192.52,569,Mumbai,Mobile Payment,0
TXN102623,4493.82,508,Aurangabad,Mobile Payment,0
TXN102624,1652.03,545,Pune,Bank Transfer,0
TXN102625,463.55,774,Pune,Mobile Payment,0
TXN102626,4462.08,364,Pune,POS,0
TXN102627,2203.72,546,Bengaluru,Mobile Payment,0
TXN102628,704.13,270,Delhi,Bank Transfer,0
TXN102629,678.92,738,Nagpur,POS,0
TXN102630,1475.24,536,Hyderabad,POS,0
TXN102631,1742.69,1257,Bengaluru,Mobile Payment,0
TXN102632,1335.81,58,Delhi,Bank Transfer,0
TXN102633,4721.51,1274,Pune,Mobile Payment,1
TXN102634,6002.66,85,Aurangabad,Online,0
TXN102635,3202.04,762,Hyderabad,Online,0
TXN102636,1326.95,389,Nashik,POS,0
TXN102637,2811.04,1203,Delhi,Mobile Payment,0
TXN102638,390.52,718,Aurangabad,Online,0
TXN102639,1632.6,855,Bengaluru,ATM,0
TXN102640,6696.27,148,Bengaluru,Online,0
TXN102641,881.79,582,Hyderabad,Mobile Payment,0
TXN102642,469.83,120,Pune,Mobile Payment,0
TXN102643,571.3,764,Nashik,Online,0
TXN102644,368.84,604,Mumbai,Mobile Payment,0
TXN102645,500.32,255,Mumbai,Mobile Payment,0
TXN102646,757.1,765,Bengaluru,ATM,0
TXN102647,268.93,863,Aurangabad,POS,0
TXN102648,1113.9,799,Nashik,Mobile Payment,0
TXN102649,2703.43,1332,Aurangabad,Bank Transfer,0
TXN102650,442.41,58,Nashik,POS,0
TXN102651,5010.46,1021,Nashik,POS,0
TXN102652,1827.66,1092,Bengaluru,Bank Transfer,0
TXN102653,3073.53,387,Aurangabad,Online,0
TXN102654,568.03,1109,Bengaluru,ATM,0
TXN102655,2577.37,785,Hyderabad,Mobile Payment,0
TXN102656,367.99,1250,Nashik,Online,0
TXN102657,2671.1,592,Delhi,Bank Transfer,0
TXN102658,1302.24,1207,Pune,ATM,0
TXN102659,1906.93,1345,Hyderabad,ATM,0
TXN102660,338.46,908,Nashik,ATM,0
TXN102661,448.06,1341,Delhi,Bank Transfer,0
TXN102662,1992.67,565,Nashik,Online,0
TXN102663,424.81,398,Delhi,Mobile Payment,0
TXN102664,3143.21,898,Aurangabad,ATM,1
TXN102665,279.46,1316,Mumbai,ATM,0
TXN102666,2561.05,292,Nagpur,Online,0
TXN102667,319.73,484,Hyderabad,ATM,0
TXN102668,1905.12,802,Nashik,ATM,0
TXN102669,2050.07,1435,Nagpur,Bank Transfer,0
TXN102670,546.33,889,Nashik,POS,0
TXN102671,1962.6,243,Aurangabad,Online,0
TXN102672,1422.89,959,Aurangabad,Online,0
TXN102673,639.8,1177,Delhi,Online,0
TXN102674,399.99,815,Nashik,Bank Transfer,0
TXN102675,154.06,272,Aurangabad,Bank Transfer,0
TXN102676,1555.65,519,Aurangabad,Mobile Payment,0
TXN102677,229.34,1151,Nashik,Bank Transfer,0
TXN102678,1206.34,1396,Delhi,Online,0
TXN102679,842.65,567,Delhi,Mobile Payment,0
TXN102680,2162.77,637,Delhi,POS,0
TXN102681,810.75,158,Delhi,ATM,0
TXN102682,788.83,651,Mumbai,ATM,0
TXN102683,2279.86,175,Nashik,Mobile Payment,0
TXN102684,1533.12,619,Bengaluru,POS,0
TXN102685,1504.41,210,Mumbai,ATM,0
TXN102686,1753.32,446,Aurangabad,Mobile Payment,0
TXN102687,236.14,585,Mumbai,Bank Transfer,0
TXN102688,2337.39,166,Hyderabad,Online,0
TXN102689,2023.27,459,Bengaluru,POS,0
TXN102690,396.75,915,Bengaluru,ATM,0
TXN102691,859.13,1380,Bengaluru,Online,0
TXN102692,1054.36,1327,Delhi,Mobile Payment,0
TXN102693,958.63,1256,Aurangabad,ATM,0
TXN102694,1531.28,1350,Mumbai,Online,0
TXN102695,4588.77,1205,Mumbai,Bank Transfer,0
TXN102696,3234.94,1357,Hyderabad,POS,0
TXN102697,295.24,1052,Nashik,Mobile Payment,0
TXN102698,2042.79,713,Mumbai,ATM,0
TXN102699,4142.0,1116,Hyderabad,Bank Transfer,0
TXN102700,1614.55,840,Aurangabad,POS,0
TXN102701,3264.89,867,Delhi,POS,0
TXN102702,8203.12,687,Nashik,Bank Transfer,0
TXN102703,3052.48,329,Hyderabad,ATM,0
TXN102704,1407.13,1207,Mumbai,POS,0
TXN102705,3118.44,94,Nashik,Mobile Payment,0
TXN102706,1267.61,784,Nagpur,Online,0
TXN102707,1123.16,648,Nashik,Mobile Payment,0
TXN102708,771.69,352,Bengaluru,POS,0
TXN102709,18735.59,929,Delhi,Online,1
TXN102710,483.75,940,Bengaluru,Bank Transfer,0
TXN102711,5076.45,983,Nagpur,Online,0
TXN102712,1807.8,1288,Bengaluru,Online,0
TXN102713,270.61,1042,Nagpur,Online,0
TXN102714,1583.91,645,Nashik,POS,0
TXN102715,134.29,625,Aurangabad,ATM,0
TXN102716,2049.82,138,Delhi,POS,0
TXN102717,2657.74,715,Aurangabad,ATM,0
TXN102718,1782.05,761,Delhi,Bank Transfer,1
TXN102719,1240.84,254,Hyderabad,Bank Transfer,0
TXN102720,7740.0,1108,Delhi,Bank Transfer,0
TXN102721,661.33,675,Bengaluru,Bank Transfer,0
TXN102722,380.35,91,Bengaluru,Bank Transfer,0
TXN102723,4825.47,1092,Aurangabad,Mobile Payment,0
TXN102724,7805.53,36,Pune,POS,0
TXN102725,1100.69,139,Hyderabad,ATM,0
TXN102726,3015.33,866,Nagpur,Bank Transfer,0
TXN102727,4194.28,679,Bengaluru,Mobile Payment,0
TXN102728,521.92,1201,Hyderabad,Mobile Payment,0
TXN102729,674.99,136,Bengaluru,Mobile Payment,0
TXN102730,3755.12,189,Bengaluru,POS,0
TXN102731,5913.62,341,Nashik,Bank Transfer,0
TXN102732,1925.38,1028,Aurangabad,Mobile Payment,0
TXN102733,454.95,971,Aurangabad,Mobile Payment,0
TXN102734,7998.91,1280,Bengaluru,Bank Transfer,0
TXN102735,644.86,661,Nashik,POS,0
TXN102736,784.36,242,Bengaluru,Mobile Payment,0
TXN102737,1544.32,414,Nagpur,ATM,0
TXN102738,5188.3,706,Nashik,Online,0
TXN102739,2575.96,342,Bengaluru,Online,0
TXN102740,1660.49,681,Delhi,Online,0
TXN102741,1742.87,1402,Pune,POS,0
TXN102742,1145.41,652,Delhi,Mobile Payment,0
TXN102743,1916.28,145,Pune,Online,0
TXN102744,87.4,322,Nashik,Online,0
TXN102745,815.17,121,Delhi,Bank Transfer,0
TXN102746,1395.94,1275,Nagpur,Mobile Payment,0
TXN102747,346.88,310,Hyderabad,Mobile Payment,0
TXN102748,1613.76,600,Delhi,Bank Transfer,0
TXN102749,893.84,474,Aurangabad,Mobile Payment,0
TXN102750,6345.34,569,Hyderabad,ATM,0
TXN102751,5287.07,574,Hyderabad,POS,0
TXN102752,688.28,346,Pune,Bank Transfer,0
TXN102753,943.09,819,Pune,Online,0
TXN102754,1018.47,381,Bengaluru,Mobile Payment,0
TXN102755,698.08,1303,Nagpur,ATM,0
TXN102756,1332.78,71,Pune,ATM,0
TXN102757,513.74,520,Pune,POS,0
TXN102758,354.03,1389,Bengaluru,ATM,0
TXN102759,2044.1,932,Nagpur,Mobile Payment,0
TXN102760,2058.08,1117,Delhi,Mobile Payment,0
TXN102761,490.63,1396,Nashik,ATM,0
TXN102762,2684.78,338,Delhi,Mobile Payment,0
TXN102763,583.14,1359,Aurangabad,Mobile Payment,0
TXN102764,1412.57,663,Aurangabad,Online,0
TXN102765,2490.76,39,Pune,Bank Transfer,0
TXN102766,1060.39,1382,Hyderabad,Mobile Payment,0
TXN102767,1728.04,573,Aurangabad,Mobile Payment,0
TXN102768,654.3,1277,Nashik,POS,0
TXN102769,901.03,965,Pune,Bank Transfer,0
TXN102770,892.6,580,Bengaluru,Bank Transfer,0
TXN102771,519.79,1421,Aurangabad,Bank Transfer,0
TXN102772,918.94,169,Hyderabad,ATM,0
TXN102773,233.08,700,Bengaluru,Online,0
TXN102774,671.05,510,Mumbai,Online,0
TXN102775,824.79,1283,Mumbai,POS,0
TXN102776,848.8,583,Mumbai,Bank Transfer,0
TXN102777,861.35,983,Bengaluru,Bank Transfer,0
TXN102778,1030.95,458,Mumbai,Mobile Payment,0
TXN102779,1771.25,528,Delhi,ATM,0
TXN102780,2629.42,340,Mumbai,ATM,0
TXN102781,572.63,56,Pune,POS,0
TXN102782,329.24,217,Nagpur,Online,0
TXN102783,386.82,618,Delhi,Bank Transfer,0
TXN102784,673.71,815,Hyderabad,POS,0
TXN102785,771.3,730,Nagpur,ATM,0
TXN102786,1436.22,463,Pune,ATM,1
TXN102787,300.03,246,Hyderabad,ATM,0
TXN102788,694.98,729,Pune,Bank Transfer,0
TXN102789,1314.78,372,Nashik,Bank Transfer,0
TXN102790,1988.29,416,Hyderabad,Bank Transfer,0
TXN102791,628.02,1054,Delhi,Mobile Payment,0
TXN102792,725.6,367,Nagpur,Online,0
TXN102793,434.11,558,Mumbai,ATM,0
TXN102794,1062.69,107,Pune,ATM,0
TXN102795,469.45,583,Mumbai,Mobile Payment,0
TXN102796,1945.22,838,Hyderabad,ATM,0
TXN102797,183.85,417,Nagpur,ATM,0
TXN102798,765.38,820,Bengaluru,Bank Transfer,0
TXN102799,1481.94,1421,Delhi,Bank Transfer,0
TXN102800,1317.95,1295,Aurangabad,Online,0
TXN102801,16204.33,682,Bengaluru,ATM,0
TXN102802,1555.89,1139,Hyderabad,POS,0
TXN102803,401.8,255,Hyderabad,ATM,0
TXN102804,996.79,1104,Bengaluru,ATM,0
TXN102805,185.63,779,Aurangabad,Online,0
TXN102806,1011.71,1151,Hyderabad,POS,0
TXN102807,476.73,837,Hyderabad,ATM,0
TXN102808,2739.12,914,Pune,POS,0
TXN102809,632.99,234,Nashik,Bank Transfer,0
TXN102810,975.78,552,Hyderabad,Bank Transfer,0
TXN102811,580.82,180,Mumbai,POS,0
TXN102812,6240.72,156,Pune,ATM,0
TXN102813,795.33,570,Nashik,POS,0
TXN102814,6853.79,856,Mumbai,POS,0
TXN102815,2475.39,1047,Nagpur,Bank Transfer,0
TXN102816,1775.91,1423,Bengaluru,POS,0
TXN102817,1585.62,947,Bengaluru,Mobile Payment,0
TXN102818,4354.32,591,Aurangabad,Mobile Payment,1
TXN102819,159.55,133,Nashik,Bank Transfer,0
TXN102820,829.74,420,Mumbai,ATM,0
TXN102821,2553.34,212,Hyderabad,ATM,0
TXN102822,1044.3,899,Pune,Bank Transfer,0
TXN102823,269.03,481,Mumbai,ATM,0
TXN102824,1040.64,347,Pune,Online,0
TXN102825,6027.61,165,Bengaluru,Mobile Payment,0
TXN102826,3815.75,936,Aurangabad,Online,0
TXN102827,1030.7,347,Hyderabad,Online,0
TXN102828,2839.69,848,Aurangabad,Online,0
TXN102829,760.13,397,Mumbai,Bank Transfer,0
TXN102830,199.56,582,Mumbai,Online,0
TXN102831,435.08,725,Pune,POS,0
TXN102832,5233.78,1244,Pune,ATM,0
TXN102833,833.81,307,Nashik,Bank Transfer,0
TXN102834,859.73,990,Bengaluru,POS,0
TXN102835,812.54,797,Nashik,POS,0
TXN102836,7362.37,718,Nashik,Mobile Payment,0
TXN102837,5574.51,465,Mumbai,Mobile Payment,0
TXN102838,10084.76,98,Delhi,POS,0
TXN102839,935.38,1265,Delhi,Mobile Payment,0
TXN102840,1473.84,157,Delhi,ATM,0
TXN102841,240.65,609,Delhi,ATM,0
TXN102842,4802.7,553,Nashik,Mobile Payment,0
TXN102843,341.12,650,Mumbai,Online,0
TXN102844,1362.09,919,Delhi,POS,0
TXN102845,366.02,226,Hyderabad,ATM,0
TXN102846,608.58,422,Aurangabad,Mobile Payment,0
TXN102847,474.73,1095,Nagpur,Mobile Payment,0
TXN102848,597.12,242,Aurangabad,ATM,0
TXN102849,639.62,529,Mumbai,ATM,0
TXN102850,633.8,1068,Mumbai,Online,0
TXN102851,2523.33,370,Nagpur,Mobile Payment,0
TXN102852,363.27,651,Pune,Mobile Payment,0
TXN102853,1367.23,688,Pune,Bank Transfer,0
TXN102854,3706.93,733,Hyderabad,Online,0
TXN102855,656.42,91,Pune,ATM,0
TXN102856,534.9,1045,Nashik,ATM,0
TXN102857,870.85,171,Pune,POS,0
TXN102858,3567.87,1215,Bengaluru,ATM,0
TXN102859,1331.56,1100,Nashik,Mobile Payment,0
TXN102860,644.7,1304,Nashik,ATM,0
TXN102861,1779.12,1387,Hyderabad,Mobile Payment,0
TXN102862,364.2,178,Pune,Mobile Payment,0
TXN102863,2167.56,237,Pune,Online,0
TXN102864,1650.13,1158,Hyderabad,ATM,0
TXN102865,806.09,876,Nagpur,Online,0
TXN102866,474.1,901,Delhi,Mobile Payment,0
TXN102867,451.84,279,Hyderabad,ATM,0
TXN102868,1872.1,1042,Nagpur,ATM,0
TXN102869,3748.01,739,Nashik,Online,0
TXN102870,579.81,370,Nagpur,Online,0
TXN102871,1734.35,1135,Nashik,Mobile Payment,0
TXN102872,136.04,869,Mumbai,Mobile Payment,0
TXN102873,611.17,1018,Nashik,ATM,0
TXN102874,1063.1,220,Nashik,ATM,0
TXN102875,441.56,919,Nagpur,Bank Transfer,0
TXN102876,429.87,303,Delhi,Bank Transfer,0
TXN102877,562.4,1348,Mumbai,POS,0
TXN102878,1468.79,437,Aurangabad,Mobile Payment,0
TXN102879,909.3,1193,Aurangabad,POS,0
TXN102880,116.95,374,Delhi,POS,0
TXN102881,131.54,380,Aurangabad,Online,0
TXN102882,597.73,985,Mumbai,Online,0
TXN102883,1733.13,13,Pune,Bank Transfer,0
TXN102884,70.28,742,Mumbai,POS,0
TXN102885,665.32,668,Nagpur,Bank Transfer,0
TXN102886,647.91,499,Hyderabad,Mobile Payment,0
TXN102887,4395.51,1414,Bengaluru,ATM,0
TXN102888,746.19,564,Nashik,Online,0
TXN102889,3357.9,529,Nashik,Mobile Payment,1
TXN102890,1263.02,491,Hyderabad,Mobile Payment,0
TXN102891,130.25,1408,Nagpur,Online,0
TXN102892,2364.23,1219,Nagpur,Online,0
TXN102893,1360.21,754,Bengaluru,POS,0
TXN102894,1823.05,299,Bengaluru,Bank Transfer,0
TXN102895,55616.64,814,Nashik,Mobile Payment,0
TXN102896,136.44,546,Bengaluru,POS,0
TXN102897,18531.73,726,Bengaluru,POS,1
TXN102898,822.67,730,Bengaluru,Mobile Payment,0
TXN102899,1461.66,827,Hyderabad,Mobile Payment,0
TXN102900,1047.84,601,Delhi,ATM,0
TXN102901,717.49,1331,Pune,Bank Transfer,0
TXN102902,620.28,1275,Bengaluru,Mobile Payment,0
TXN102903,1524.63,1031,Pune,Online,0
TXN102904,240.53,767,Pune,ATM,0
TXN102905,2322.92,874,Nagpur,Bank Transfer,0
TXN102906,723.29,1231,Bengaluru,Online,0
TXN102907,354.22,936,Nashik,Online,0
TXN102908,699.24,130,Delhi,Bank Transfer,0
TXN102909,3855.09,607,Nashik,ATM,0
TXN102910,642.05,25,Bengaluru,Online,0
TXN102911,1569.41,634,Nashik,POS,0
TXN102912,527.97,1209,Bengaluru,Bank Transfer,0
TXN102913,2340.04,483,Delhi,Bank Transfer,0
TXN102914,2176.57,679,Mumbai,Mobile Payment,0
TXN102915,6964.69,1074,Delhi,ATM,0
TXN102916,920.06,4,Hyderabad,POS,0
TXN102917,2140.2,588,Mumbai,POS,0
TXN102918,1209.63,1183,Aurangabad,Mobile Payment,0
TXN102919,4007.3,207,Mumbai,Online,0
TXN102920,534.41,256,Pune,Online,0
TXN102921,2310.01,1228,Hyderabad,POS,0
TXN102922,902.62,10,Pune,ATM,0
TXN102923,2666.25,948,Hyderabad,Online,1
TXN102924,1202.01,7,Delhi,Bank Transfer,0
TXN102925,1411.26,1432,Pune,Mobile Payment,0
TXN102926,2473.39,935,Pune,ATM,1
TXN102927,1359.28,31,Aurangabad,Online,0
TXN102928,5314.1,539,Pune,POS,0
TXN102929,2937.9,1004,Nagpur,Mobile Payment,0
TXN102930,2615.35,386,Nagpur,Online,0
TXN102931,695.38,1251,Nagpur,POS,0
TXN102932,450.68,639,Mumbai,Online,0
TXN102933,2850.64,206,Delhi,Mobile Payment,0
TXN102934,2633.44,1341,Delhi,Bank Transfer,0
TXN102935,4782.27,556,Nashik,Bank Transfer,0
TXN102936,1211.4,347,Aurangabad,POS,1
TXN102937,871.71,792,Nagpur,Bank Transfer,0
TXN102938,212.83,233,Nagpur,Mobile Payment,0
TXN102939,740.65,1067,Pune,POS,0
TXN102940,2970.75,1005,Nagpur,Online,0
TXN102941,687.8,736,Pune,ATM,0
TXN102942,2080.74,941,Pune,Online,0
TXN102943,906.41,1165,Nashik,Mobile Payment,0
TXN102944,1516.34,175,Mumbai,POS,0
TXN102945,348.04,448,Pune,Online,0
TXN102946,1194.17,591,Pune,POS,0
TXN102947,55.08,81,Delhi,Bank Transfer,0
TXN102948,909.69,134,Nashik,ATM,0
TXN102949,214.76,855,Pune,Mobile Payment,0
TXN102950,3662.84,1200,Aurangabad,Online,0
TXN102951,2386.08,1406,Mumbai,ATM,0
TXN102952,1748.78,1266,Hyderabad,Mobile Payment,0
TXN102953,5019.1,1164,Aurangabad,Mobile Payment,0
TXN102954,424.57,439,Nagpur,Bank Transfer,0
TXN102955,6294.07,1079,Mumbai,POS,0
TXN102956,2785.52,696,Nagpur,POS,0
TXN102957,865.62,418,Delhi,ATM,0
TXN102958,3413.93,87,Bengaluru,Bank Transfer,0
TXN102959,362.75,655,Bengaluru,Mobile Payment,0
TXN102960,480.82,1031,Bengaluru,Bank Transfer,0
TXN102961,596.7,214,Pune,Bank Transfer,0
TXN102962,646.14,551,Nashik,ATM,0
TXN102963,381.25,502,Aurangabad,POS,0
TXN102964,10531.5,698,Nagpur,Bank Transfer,1
TXN102965,846.53,244,Pune,Bank Transfer,0
TXN102966,1560.1,308,Bengaluru,Bank Transfer,0
TXN102967,619.96,230,Aurangabad,Online,0
TXN102968,177.58,1406,Aurangabad,Bank Transfer,0
TXN102969,1436.63,154,Delhi,Bank Transfer,0
TXN102970,162.02,1198,Delhi,Mobile Payment,0
TXN102971,1023.89,847,Bengaluru,Online,0
TXN102972,279.13,114,Nagpur,Bank Transfer,0
TXN102973,8000.63,1413,Bengaluru,Bank Transfer,0
TXN102974,2728.11,310,Bengaluru,ATM,0
TXN102975,1218.96,992,Pune,ATM,0
TXN102976,3880.45,299,Nashik,Online,0
TXN102977,470.45,1041,Bengaluru,Mobile Payment,0
TXN102978,1888.39,783,Nagpur,Online,0
TXN102979,1339.18,11,Aurangabad,Online,0
TXN102980,1427.99,1427,Aurangabad,ATM,0
TXN102981,3914.15,231,Hyderabad,ATM,0
TXN102982,2281.28,954,Mumbai,Mobile Payment,0
TXN102983,1463.7,729,Bengaluru,Bank Transfer,0
TXN102984,209.58,1301,Hyderabad,Mobile Payment,0
TXN102985,419.87,1376,Hyderabad,Bank Transfer,0
TXN102986,970.0,1017,Pune,POS,0
TXN102987,1203.96,998,Mumbai,ATM,0
TXN102988,354.18,302,Delhi,POS,0
TXN102989,44439.1,540,Nashik,POS,1
TXN102990,4996.01,469,Nagpur,ATM,0
TXN102991,2002.43,812,Bengaluru,POS,0
TXN102992,1178.55,76,Aurangabad,Online,0
TXN102993,1829.77,1019,Pune,Bank Transfer,1
TXN102994,423.3,23,Aurangabad,Mobile Payment,0
TXN102995,1184.98,1038,Bengaluru,ATM,0
TXN102996,5362.93,675,Delhi,Online,1
TXN102997,1175.65,524,Mumbai,Mobile Payment,1
TXN102998,2985.58,346,Bengaluru,Mobile Payment,1
TXN102999,938.93,171,Mumbai,Mobile Payment,0
TXN103000,162.75,1350,Nagpur,POS,0
TXN103001,463.87,711,Pune,POS,0
TXN103002,725.16,488,Delhi,POS,0
TXN103003,7242.25,377,Pune,POS,0
TXN103004,1913.24,1187,Nagpur,Online,0
TXN103005,288.45,371,Delhi,POS,0
TXN103006,1782.97,999,Hyderabad,ATM,0
TXN103007,233.39,976,Delhi,Mobile Payment,0
TXN103008,3237.93,756,Mumbai,Online,0
TXN103009,684.63,476,Mumbai,POS,0
TXN103010,998.61,381,Mumbai,Mobile Payment,0
TXN103011,4129.03,154,Aurangabad,Online,0
TXN103012,302.73,256,Hyderabad,Mobile Payment,0
TXN103013,684.48,673,Nashik,Online,1
TXN103014,611.8,67,Bengaluru,Bank Transfer,0
TXN103015,3097.59,343,Mumbai,Online,0
TXN103016,240.0,1300,Nashik,POS,0
TXN103017,64.58,672,Nashik,Mobile Payment,0
TXN103018,698.43,390,Pune,Mobile Payment,0
TXN103019,1904.05,258,Nagpur,Mobile Payment,0
TXN103020,3641.9,306,Aurangabad,ATM,0
TXN103021,690.1,1118,Nashik,ATM,0
TXN103022,2055.77,949,Bengaluru,POS,1
TXN103023,3476.92,969,Aurangabad,Bank Transfer,0
TXN103024,169.06,245,Pune,ATM,0
TXN103025,743.58,732,Mumbai,Online,0
TXN103026,1326.67,186,Delhi,POS,0
TXN103027,1718.52,924,Nashik,Bank Transfer,0
